household_id,kwh_per_occupant,kwh_per_sqft,usage_category
H3708,810.35,0.4775,High
H3709,633.19,0.691,High
H3710,1219.22,0.5982,High
H3711,250.16,0.2882,High
H3712,352.42,0.5628,High
H3713,973.7,0.684,High
H3714,336.83,0.9025,High
H3715,267.94,0.7481,High
H3716,446.72,0.7416,High
H3717,999.16,0.5759,Medium
H3718,364.14,0.9862,High
H3719,886.9,0.6597,High
H3720,379.46,0.5533,High
H3721,154.79,0.5525,Medium
H3722,281.71,0.6362,High
H3723,394.69,0.9892,High
H3724,1797.92,0.5294,High
H3725,290.91,0.6467,High
H3726,276.33,0.7904,High
H3727,943.8,3.2267,High
H3728,234.58,0.4688,High
H3729,852.92,0.7207,High
H3730,727.77,0.5391,High
H3731,229.68,1.0346,High
H3732,182.62,1.873,High
H3733,239.48,0.8981,High
H3734,1652.81,0.4834,High
H3735,251.49,0.5556,High
H3736,1678.0,0.5679,High
H3737,263.41,0.3792,High
H3738,1810.52,1.3139,High
H3739,308.31,0.8266,High
H3740,408.06,0.7474,High
H3741,842.22,0.528,High
H3742,2173.07,0.6693,
H3743,454.12,1.6394,High
H3744,185.39,0.7718,Medium
H3745,1449.0,0.7828,High
H3746,835.2,1.0185,High
H3747,600.78,0.5306,High
H3748,435.15,0.6658,
H3749,322.79,0.374,High
H3750,1385.94,1.6248,High
H3751,1458.65,0.5671,High
H3752,325.35,2.1099,High
H3753,691.02,0.4202,High
H3754,461.57,0.8305,High
H3755,1574.86,0.4665,High
H3756,457.12,0.9173,High
H3757,619.03,0.9553,High
H3758,732.29,1.1104,High
H3759,471.8,0.5607,High
H3760,262.36,0.6545,High
H3761,453.45,0.4694,High
H3762,370.25,0.7578,High
H3763,340.17,2.2146,High
H3764,401.2,2.6137,High
H3765,300.43,0.8856,High
H3766,360.22,0.5365,High
H3767,831.17,0.6532,High
H3768,323.86,0.995,High
H3769,689.89,2.3708,High
H3770,412.88,0.7373,
H3771,250.85,0.6186,High
H3772,1166.3,0.4917,High
H3773,480.75,0.4987,High
H3774,363.0,1.4161,High
H3775,1378.25,0.6058,High
H3776,335.08,0.7537,High
H3777,202.82,0.7688,High
H3778,249.89,0.3927,High
H3779,350.48,0.4234,High
H3780,850.41,1.0295,High
H3781,605.03,1.4169,High
H3782,707.29,0.7034,High
H3783,2000.51,0.6044,
H3784,206.62,0.9942,High
H3785,287.39,0.7007,High
H3786,1461.82,2.3692,High
H3787,1330.04,0.412,High
H3788,213.16,0.5814,High
H3789,255.86,0.4378,High
H3790,278.88,0.7714,High
H3791,1791.35,1.323,High
H3792,861.14,0.614,High
H3793,557.52,0.8732,
H3794,602.57,0.789,High
H3795,896.72,1.2143,High
H3796,377.53,0.8841,High
H3797,271.5,0.644,High
H3798,193.48,0.3329,High
H3799,288.0,1.1383,Medium
H3800,743.02,0.4701,High
H3801,1541.56,0.8415,High
H3802,403.11,0.6301,High
H3803,497.8,0.4474,High
H3804,764.88,1.3958,High
H3805,301.46,0.688,High
H3806,408.0,0.8992,High
H3807,1256.02,0.3915,High
H3808,1493.91,1.1745,High
H3809,1468.54,1.0634,High
H3810,347.82,1.0035,High
H3811,702.84,0.4413,High
H3812,424.15,0.7958,High
H3813,405.72,0.9109,
H3814,302.09,0.9357,High
H3815,260.76,0.6147,High
H3816,415.44,0.7661,High
H3817,400.76,0.9407,High
H3818,653.66,0.4642,High
H3819,461.94,1.1983,High
H3820,276.61,0.4923,High
H3821,344.97,0.8302,
H3822,1575.7,2.8545,High
H3823,1304.12,0.9471,High
H3824,671.57,0.5068,High
H3825,554.26,0.6914,High
H3826,721.2,1.2488,High
H3827,1080.54,4.2879,
H3828,310.13,0.71,High
H3829,175.36,0.2682,Medium
H3830,457.28,2.2807,High
H3831,292.23,0.4522,High
H3832,230.98,0.4243,High
H3833,978.36,0.7555,High
H3834,523.45,0.4519,High
H3835,958.02,1.8162,High
H3836,1316.81,0.5615,High
H3837,182.21,0.9765,Medium
H3838,960.97,0.5303,Medium
H3839,592.3,1.9909,High
H3840,297.89,0.5689,High
H3841,232.0,0.4017,High
H3842,415.22,1.5407,High
H3843,265.32,0.5144,High
H3844,472.52,0.5151,High
H3845,284.95,0.4463,High
H3846,1363.18,0.5519,High
H3847,451.28,0.7294,High
H3848,263.52,0.5044,High
H3849,865.99,2.0,High
H3850,276.6,1.6207,High
H3851,739.82,0.4742,High
H3852,534.24,1.1343,High
H3853,1621.96,0.6601,High
H3854,521.29,1.2761,
H3855,1278.98,0.8796,High
H3856,258.6,0.6693,High
H3857,314.33,0.7516,High
H3858,506.11,1.0435,High
H3859,365.82,0.5294,High
H3860,272.24,1.4572,High
H3861,311.58,0.6571,High
H3862,879.79,0.6163,High
H3863,359.71,0.764,High
H3864,836.82,0.8654,High
H3865,322.51,1.1416,High
H3866,1858.43,0.5396,High
H3867,398.44,0.5974,High
H3868,526.54,0.5269,High
H3869,403.32,1.0306,High
H3870,242.84,0.7771,High
H3871,447.64,2.1215,High
H3872,255.38,1.0466,High
H3873,277.88,0.6601,High
H3874,293.54,0.5913,High
H3875,298.54,1.3705,High
H3876,1968.02,2.1071,High
H3877,238.09,1.6747,High
H3878,2037.01,0.5833,
H3879,614.26,0.5095,High
H3880,273.27,0.6488,High
H3881,271.0,0.3999,High
H3882,417.71,0.3904,High
H3883,287.2,1.8915,High
H3884,469.19,0.6521,High
H3885,751.38,0.4355,High
H3886,508.17,1.312,High
H3887,1068.42,0.4331,High
H3888,2191.69,0.812,
H3889,317.92,1.8745,High
H3890,519.92,0.5248,High
H3891,324.14,1.7968,High
H3892,349.46,0.5162,High
H3893,269.78,0.5908,High
H3894,1770.2,2.4316,High
H3895,415.24,0.6723,High
H3896,384.54,0.447,High
H3897,320.12,1.0715,High
H3898,257.16,0.5106,High
H3899,287.0,0.9221,High
H3900,760.98,0.5888,High
H3901,326.84,1.0081,High
H3902,1796.4,0.8815,High
H3903,424.41,0.5724,High
H3904,201.56,0.3018,High
H3905,201.6,0.6414,High
H3906,320.08,1.7135,High
H3907,616.97,0.7169,High
H3908,759.69,1.9681,High
H3909,1388.29,1.3967,High
H3910,401.87,0.8227,High
H3911,417.74,1.0746,High
H3912,559.22,0.6172,High
H3913,730.62,0.5724,High
H3914,1302.81,1.017,High
H3915,341.06,0.5735,High
H3916,1185.46,0.5202,High
H3917,882.08,0.5994,High
H3918,1461.08,0.6095,High
H3919,303.29,0.5675,High
H3920,356.01,0.5806,High
H3921,347.12,1.0689,High
H3922,237.25,1.2282,High
H3923,318.19,0.5402,High
H3924,331.24,0.4887,High
H3925,1598.03,0.7347,High
H3926,260.99,0.6055,High
H3927,447.92,0.785,
H3928,452.32,2.1311,High
H3929,939.38,1.3979,High
H3930,339.2,0.3283,High
H3931,396.85,0.7176,High
H3932,311.35,1.0533,High
H3933,295.61,0.9365,High
H3934,270.82,0.4862,High
H3935,480.56,1.1707,High
H3936,512.0,0.6699,High
H3937,248.2,0.8237,High
H3938,307.82,1.1786,High
H3939,498.15,0.6087,High
H3940,1429.23,0.4811,High
H3941,261.29,0.4077,High
H3942,1186.18,0.3653,High
H3943,296.33,0.4364,High
H3944,329.01,0.6205,High
H3945,570.69,0.4112,High
H3946,525.66,0.5397,High
H3947,1671.46,1.5724,High
H3948,251.29,0.7761,High
H3949,580.74,0.4938,High
H3950,707.1,0.4079,High
H3951,227.29,0.9284,High
H3952,332.42,0.639,High
H3953,594.08,3.3627,High
H3954,770.21,0.7138,High
H3955,276.68,0.6237,High
H3956,379.72,1.3818,High
H3957,946.61,0.5784,High
H3958,428.02,0.7643,High
H3959,454.8,0.4005,High
H3960,1769.39,0.9432,High
H3961,255.68,0.643,High
H3962,526.0,0.5995,High
H3963,342.44,0.5503,High
H3964,285.64,0.6718,High
H3965,1473.95,1.1606,High
H3966,1525.03,0.461,High
H3967,304.89,2.2651,High
H3968,235.25,1.8911,High
H3969,264.92,0.8397,High
H3970,339.02,0.701,High
H3971,1008.8,1.1129,
H3972,1962.8,0.8802,High
H3973,281.6,0.9269,High
H3974,1541.51,0.5507,High
H3975,786.1,1.2578,High
H3976,600.38,0.4333,High
H3977,645.23,1.0274,High
H3978,370.95,0.5879,High
H3979,1654.85,0.7987,High
H3980,337.13,0.4728,High
H3981,411.87,2.3035,
H3982,461.19,1.4004,High
H3983,432.64,1.196,High
H3984,224.64,0.9593,High
H3985,406.1,0.6766,High
H3986,684.02,0.9435,High
H3987,328.98,0.5447,High
H3988,220.19,0.6983,High
H3989,396.18,0.4788,High
H3990,305.82,0.6901,High
H3991,420.64,2.8615,High
H3992,228.94,1.9793,High
H3993,373.33,1.6109,High
H3994,405.47,1.7309,High
H3995,278.43,0.7052,High
H3996,262.7,1.3802,High
H3997,284.72,0.6857,High
H3998,829.1,0.7089,High
H3999,345.74,1.1311,High
H4000,327.19,0.6443,High
H4001,550.93,1.622,High
H4002,1545.64,0.4448,High
H4003,1381.02,0.5651,High
H4004,1285.11,0.3943,High
H4005,447.48,0.6535,High
H4006,233.19,0.6313,High
H4007,345.17,0.6166,High
H4008,681.64,0.7586,High
H4009,634.85,2.1232,High
H4010,312.62,1.0619,High
H4011,487.61,0.5308,High
H4012,348.03,0.6881,High
H4013,421.95,0.3863,High
H4014,297.39,0.5919,High
H4015,704.68,0.4943,High
H4016,918.14,0.6001,High
H4017,1560.73,0.7996,High
H4018,333.66,0.586,High
H4019,1978.97,1.2269,High
H4020,223.45,1.6593,High
H4021,1021.0,0.848,
H4022,320.31,1.992,High
H4023,451.96,1.913,High
H4024,392.17,0.7074,High
H4025,660.38,0.3926,High
H4026,439.04,1.3663,High
H4027,299.74,0.6562,High
H4028,1083.92,0.6072,High
H4029,400.84,0.941,High
H4030,235.24,2.3963,High
H4031,266.71,0.501,High
H4032,331.71,1.0542,High
H4033,313.35,1.0445,High
H4034,853.7,2.7059,High
H4035,323.17,0.6727,High
H4036,500.01,0.8441,High
H4037,773.32,0.4959,High
H4038,833.48,0.6479,High
H4039,1196.44,0.4991,High
H4040,869.67,0.6832,High
H4041,266.56,0.595,High
H4042,1054.13,0.6676,
H4043,448.7,1.6743,High
H4044,1480.94,0.7086,High
H4045,1370.57,1.6962,High
H4046,300.39,0.7624,High
H4047,539.69,1.0582,High
H4048,1437.22,1.8124,High
H4049,538.34,0.9503,High
H4050,531.06,0.7034,High
H4051,201.87,1.4385,High
H4052,310.99,0.5648,High
H4053,304.46,2.107,High
H4054,274.5,0.4824,High
H4055,418.34,0.6872,High
H4056,467.78,0.6529,High
H4057,515.98,0.7744,High
H4058,972.65,1.3547,High
H4059,217.5,0.7561,High
H4060,230.42,0.4586,High
H4061,827.62,0.772,High
H4062,348.93,1.0153,
H4063,1409.65,0.4462,High
H4064,257.71,0.5464,High
H4065,873.52,0.5296,High
H4066,368.95,0.4327,High
H4067,520.12,1.1593,High
H4068,407.45,0.5796,High
H4069,289.21,0.7497,High
H4070,331.8,2.0716,High
H4071,271.84,1.8619,High
H4072,894.64,0.5669,High
H4073,481.75,1.5769,Medium
H4074,313.98,1.2479,High
H4075,429.06,0.3717,High
H4076,279.9,0.8203,High
H4077,295.7,0.7521,High
H4078,869.52,3.2812,High
H4079,641.22,0.6981,High
H4080,306.2,0.5702,High
H4081,262.41,0.6183,High
H4082,314.24,2.0485,High
H4083,328.73,0.8683,High
H4084,649.69,0.6106,High
H4085,342.01,0.7707,High
H4086,450.62,0.8703,High
H4087,210.86,0.3876,High
H4088,480.1,0.8797,High
H4089,829.48,0.5194,High
H4090,1084.73,0.468,High
H4091,306.31,1.6221,High
H4092,728.25,0.7115,High
H4093,208.49,0.4579,High
H4094,701.07,0.7257,High
H4095,360.55,0.4747,High
H4096,467.66,0.5493,High
H4097,423.97,0.53,High
H4098,408.48,0.4914,High
H4099,837.08,0.6591,High
H4100,220.9,0.6385,High
H4101,658.17,2.2827,High
H4102,277.63,2.0069,High
H4103,749.46,0.573,High
H4104,180.44,0.3327,Medium
H4105,773.52,0.7339,High
H4106,1438.12,0.4515,High
H4107,1880.15,1.559,High
H4108,436.48,0.5181,High
H4109,345.79,0.6197,High
H4110,436.94,0.9589,High
H4111,337.85,0.4797,High
H4112,287.23,0.4213,High
H4113,782.15,0.7786,High
H4114,1656.56,1.9129,High
H4115,822.11,1.7163,High
H4116,269.35,0.6648,High
H4117,738.44,1.0459,High
H4118,1596.82,0.5884,High
H4119,199.62,0.9582,High
H4120,1725.16,3.4434,High
H4121,1483.12,1.7166,High
H4122,324.43,1.093,High
H4123,392.84,1.2944,High
H4124,238.42,0.5267,High
H4125,1403.74,0.5546,High
H4126,1669.45,0.9667,High
H4127,330.37,0.669,High
H4128,745.11,0.4679,High
H4129,283.69,0.4109,High
H4130,407.14,0.5185,High
H4131,276.62,1.1321,High
H4132,977.55,0.3344,Medium
H4133,219.4,0.5399,High
H4134,318.71,0.5127,High
H4135,412.16,2.21,High
H4136,1184.36,2.3132,High
H4137,540.35,0.6094,High
H4138,1607.4,0.8094,High
H4139,615.89,3.0898,High
H4140,245.22,0.7295,High
H4141,256.5,0.6445,High
H4142,577.7,1.3988,High
H4143,605.09,0.5461,High
H4144,282.5,2.5636,High
H4145,377.14,0.5941,High
H4146,1565.88,1.2073,High
H4147,219.83,0.3778,High
H4148,662.58,1.9122,High
H4149,641.14,0.8365,High
H4150,738.94,0.5461,High
H4151,869.1,1.1697,High
H4152,1929.44,0.6827,High
H4153,455.33,3.264,High
H4154,459.57,0.7847,High
H4155,252.06,0.5117,High
H4156,407.8,0.5873,High
H4157,556.13,0.9013,High
H4158,267.39,2.3211,High
H4159,321.93,0.3716,High
H4160,315.72,1.1629,High
H4161,1291.33,1.9245,High
H4162,1732.78,1.2186,High
H4163,316.44,1.7959,High
H4164,413.76,0.8975,High
H4165,1686.51,1.2624,High
H4166,440.76,3.5431,
H4167,769.75,0.5072,High
H4168,1434.7,0.5316,High
H4169,322.33,1.5204,High
H4170,377.63,3.0911,
H4171,1697.28,0.7025,High
H4172,566.14,1.6619,High
H4173,864.06,1.4084,High
H4174,374.22,1.939,High
H4175,272.73,0.6678,High
H4176,195.79,1.4648,High
H4177,334.41,0.7094,High
H4178,722.48,2.8112,High
H4179,739.91,1.21,High
H4180,405.96,0.4931,High
H4181,1454.52,2.139,High
H4182,416.77,0.6147,High
H4183,301.23,1.2517,High
H4184,1615.77,0.4937,High
H4185,248.93,1.0563,High
H4186,806.32,0.5244,High
H4187,674.64,1.5738,
H4188,253.71,1.4174,High
H4189,215.51,1.2542,High
H4190,691.08,0.7143,High
H4191,1474.39,0.6826,High
H4192,268.62,0.5113,High
H4193,240.22,2.4143,High
H4194,263.76,1.6468,High
H4195,398.42,0.541,High
H4196,662.56,0.7004,High
H4197,729.08,1.5095,High
H4198,1225.54,0.7039,High
H4199,465.45,0.4798,High
H4200,291.06,0.6759,High
H4201,473.53,2.1077,High
H4202,300.24,0.5943,High
H4203,402.0,0.5628,High
H4204,252.67,0.9883,High
H4205,454.15,1.0434,High
H4206,1423.93,1.4575,High
H4207,537.3,1.0125,High
H4208,302.32,1.457,High
H4209,599.75,0.58,High
H4210,870.2,1.1338,High
H4211,612.83,0.5859,High
H4212,727.38,0.8774,High
H4213,555.01,0.4932,High
H4214,261.53,0.5403,High
H4215,625.96,0.589,High
H4216,682.97,0.8629,High
H4217,404.64,0.6902,High
H4218,307.31,0.845,High
H4219,358.86,0.861,High
H4220,479.53,0.7857,High
H4221,301.99,0.7759,High
H4222,283.44,1.0676,High
H4223,1211.36,0.6093,High
H4224,304.67,0.6711,High
H4225,1405.48,0.5796,High
H4226,1506.24,1.2316,High
H4227,305.3,1.7168,High
H4228,507.98,0.442,High
H4229,760.85,0.6802,High
H4230,1314.27,0.6099,High
H4231,452.62,1.3813,High
H4232,536.07,0.4423,High
H4233,280.61,0.5922,High
H4234,260.52,0.5383,High
H4235,292.64,0.929,High
H4236,277.1,0.9588,High
H4237,248.31,0.401,High
H4238,567.78,1.2561,High
H4239,265.3,0.8681,High
H4240,1785.74,2.1672,High
H4241,538.26,0.654,High
H4242,294.93,0.6214,High
H4243,225.3,0.5486,High
H4244,256.62,1.3735,High
H4245,395.78,1.3326,High
H4246,302.35,0.5947,High
H4247,2021.44,0.8465,
H4248,1921.49,0.6067,High
H4249,1525.35,1.6279,High
H4250,349.67,0.3415,High
H4251,280.45,0.5992,High
H4252,710.84,0.462,High
H4253,420.78,0.9114,High
H4254,1655.11,0.6171,High
H4255,543.88,1.5599,High
H4256,407.28,1.4216,High
H4257,589.47,2.2077,High
H4258,520.54,1.6082,High
H4259,280.17,1.2961,High
H4260,297.11,0.5886,High
H4261,279.72,0.5174,High
H4262,671.78,0.4026,High
H4263,739.73,1.2993,
H4264,323.89,1.0536,High
H4265,774.18,2.0952,High
H4266,380.86,0.924,High
H4267,444.93,0.571,High
H4268,412.47,0.7072,High
H4269,795.61,0.6073,High
H4270,258.26,0.5903,High
H4271,311.51,0.5342,High
H4272,1508.85,1.1302,High
H4273,463.02,0.7713,High
H4274,242.93,0.4594,High
H4275,1455.88,0.6564,High
H4276,404.77,0.3748,High
H4277,227.11,2.1873,High
H4278,1480.14,1.2202,High
H4279,278.36,0.7467,High
H4280,457.61,1.9107,High
H4281,259.65,1.3972,High
H4282,278.49,0.9864,Medium
H4283,589.56,0.3737,High
H4284,331.54,1.453,High
H4285,865.4,0.8414,High
H4286,1687.59,0.7366,High
H4287,314.28,2.3542,High
H4288,275.3,1.5532,High
H4289,316.87,0.8468,High
H4290,331.29,2.0275,High
H4291,1668.23,0.7494,High
H4292,1091.63,0.3942,High
H4293,517.69,2.2092,High
H4294,827.24,0.839,High
H4295,370.46,0.3464,High
H4296,460.79,1.2134,High
H4297,1142.98,1.9018,
H4298,319.55,0.6229,High
H4299,443.16,0.9144,High
H4300,224.85,0.7575,High
H4301,217.44,0.3752,High
H4302,1777.6,2.8082,High
H4303,397.64,1.082,High
H4304,755.14,1.8831,High
H4305,507.07,0.9695,High
H4306,1441.44,0.4141,High
H4307,486.39,2.4565,High
H4308,243.95,0.652,High
H4309,308.86,0.917,High
H4310,519.46,0.6905,High
H4311,818.58,0.8598,High
H4312,444.7,1.1726,High
H4313,1341.61,2.4043,High
H4314,828.17,0.8249,High
H4315,652.87,1.3145,High
H4316,1450.64,0.6103,High
H4317,827.23,0.5517,High
H4318,1433.28,0.518,High
H4319,319.9,1.9098,High
H4320,250.7,0.5562,High
H4321,593.51,0.7133,High
H4322,444.48,1.5257,High
H4323,1377.6,0.4635,High
H4324,197.72,0.63,High
H4325,694.4,0.5155,High
H4326,326.64,0.5792,High
H4327,284.31,0.4275,High
H4328,483.12,0.4788,High
H4329,591.68,1.5715,High
H4330,206.64,0.458,High
H4331,850.88,0.8046,High
H4332,439.05,0.4505,High
H4333,628.94,1.4851,High
H4334,683.99,1.323,High
H4335,354.07,0.7226,
H4336,384.65,3.0674,High
H4337,241.52,0.6219,High
H4338,781.79,0.603,High
H4339,524.27,0.5416,High
H4340,690.98,0.4052,High
H4341,531.92,0.7156,High
H4342,286.98,0.5054,High
H4343,877.06,1.0523,High
H4344,286.58,1.0162,High
H4345,809.2,0.6261,High
H4346,894.28,0.5696,High
H4347,392.84,0.8788,High
H4348,541.61,2.3825,High
H4349,418.37,1.2136,High
H4350,1714.63,0.8673,High
H4351,309.96,0.6304,High
H4352,366.2,1.2422,High
H4353,249.54,1.7426,High
H4354,1755.36,0.5809,High
H4355,781.36,1.5366,High
H4356,2076.03,1.5574,
H4357,1240.24,0.5674,High
H4358,435.73,2.4664,High
H4359,346.41,1.0718,High
H4360,320.62,2.7057,High
H4361,951.47,1.3392,High
H4362,1438.97,0.7184,High
H4363,288.19,2.3055,High
H4364,865.17,0.5741,High
H4365,386.37,0.4713,High
H4366,354.81,0.8059,High
H4367,953.06,2.6622,High
H4368,686.19,0.7765,
H4369,737.09,0.465,High
H4370,406.57,0.726,High
H4371,297.37,0.8197,High
H4372,318.95,0.5307,High
H4373,986.28,1.0274,High
H4374,227.23,0.9011,High
H4375,608.47,0.6492,High
H4376,401.8,2.8446,High
H4377,269.51,1.5331,High
H4378,927.16,1.1781,High
H4379,357.75,0.6712,High
H4380,272.5,0.6999,High
H4381,270.31,1.0508,High
H4382,390.2,1.4713,High
H4383,1520.3,1.4905,High
H4384,799.6,1.6589,High
H4385,428.21,0.6465,High
H4386,360.66,0.4462,High
H4387,319.94,0.6102,High
H4388,1840.6,0.5966,High
H4389,201.17,0.3825,High
H4390,1364.96,0.7712,High
H4391,336.63,0.8007,High
H4392,329.27,0.8062,High
H4393,1916.47,2.4076,High
H4394,302.06,0.457,High
H4395,1124.2,0.4397,High
H4396,774.76,0.924,High
H4397,338.84,0.5338,High
H4398,1217.48,0.9265,High
H4399,419.18,0.9099,High
H4400,587.16,0.5287,High
H4401,305.03,1.0715,High
H4402,290.79,0.5983,High
H4403,239.18,2.1279,High
H4404,290.24,1.6035,High
H4405,424.32,0.7123,High
H4406,384.01,0.6833,High
H4407,628.77,0.5322,High
H4408,1841.7,0.7784,High
H4409,329.96,1.2691,High
H4410,433.81,0.5164,High
H4411,1559.41,0.9114,High
H4412,271.54,0.7158,High
H4413,283.9,0.5882,High
H4414,293.8,0.476,High
H4415,189.27,0.4487,High
H4416,548.85,0.5353,High
H4417,384.66,1.4013,High
H4418,303.87,0.6649,High
H4419,405.73,0.8949,
H4420,431.87,1.4332,High
H4421,453.55,0.5968,High
H4422,1471.64,0.9118,High
H4423,433.72,0.5173,High
H4424,322.66,1.1042,High
H4425,358.79,0.5423,High
H4426,205.6,0.9206,High
H4427,276.23,1.8791,High
H4428,919.01,2.4409,High
H4429,1105.76,0.3176,High
H4430,780.1,0.719,High
H4431,189.59,0.4047,High
H4432,373.58,0.7212,High
H4433,850.76,2.1058,High
H4434,298.42,1.5304,High
H4435,542.64,0.6538,High
H4436,391.67,1.1788,High
H4437,442.43,0.5503,High
H4438,464.87,2.1472,High
H4439,657.95,0.5081,High
H4440,445.65,0.4795,High
H4441,388.9,0.5946,High
H4442,296.01,1.2973,High
H4443,391.22,1.7662,High
H4444,345.68,0.5263,High
H4445,260.87,1.3186,High
H4446,353.55,1.2706,High
H4447,432.18,0.4043,High
H4448,1547.29,0.6378,High
H4449,366.88,0.4622,High
H4450,330.21,1.4901,High
H4451,287.56,0.3624,High
H4452,351.24,0.4531,High
H4453,432.1,0.8342,High
H4454,380.16,1.4792,High
H4455,340.65,0.5338,High
H4456,1277.48,1.421,High
H4457,1365.03,0.4587,High
H4458,211.23,0.3784,High
H4459,547.56,0.5011,High
H4460,200.61,0.6889,High
H4461,632.36,0.5954,High
H4462,237.44,0.422,High
H4463,542.62,1.0303,High
H4464,295.78,0.6053,High
H4465,1516.65,0.7064,High
H4466,364.72,0.8557,High
H4467,334.62,0.5257,High
H4468,728.52,0.4893,High
H4469,257.97,0.6695,High
H4470,379.49,0.7707,High
H4471,1765.69,0.8651,High
H4472,270.56,0.7058,High
H4473,459.95,0.5638,High
H4474,260.97,0.9811,High
H4475,248.56,0.4833,High
H4476,256.58,1.1278,High
H4477,848.66,3.3281,High
H4478,471.21,0.5574,High
H4479,1424.42,0.6619,High
H4480,879.47,1.1268,High
H4481,340.19,0.4447,High
H4482,474.04,2.5555,High
H4483,316.47,2.3356,High
H4484,648.93,0.3807,High
H4485,249.39,0.6624,High
H4486,1502.1,1.049,High
H4487,330.76,1.5948,High
H4488,285.15,2.3341,High
H4489,580.6,0.8965,High
H4490,1742.32,0.6116,High
H4491,306.92,1.7948,High
H4492,1395.28,1.3666,High
H4493,360.22,0.4986,High
H4494,326.3,1.7301,High
H4495,310.37,0.4498,High
H4496,893.58,0.5501,High
H4497,464.95,0.8039,High
H4498,393.04,1.4987,High
H4499,754.79,0.7233,High
H4500,875.62,0.6024,High
H4501,434.18,0.4401,High
H4502,651.96,1.1329,High
H4503,484.8,0.4295,High
H4504,254.85,1.8467,High
H4505,287.33,0.7256,High
H4506,195.57,0.7073,High
H4507,1298.6,1.6072,High
H4508,268.35,1.0149,High
H4509,496.4,0.9375,High
H4510,603.18,1.0223,High
H4511,216.99,0.8391,High
H4512,947.56,0.846,High
H4513,1359.81,0.3991,High
H4514,651.33,0.4539,High
H4515,783.86,2.2206,High
H4516,750.25,0.451,High
H4517,560.18,0.324,High
H4518,657.84,0.4126,High
H4519,569.66,0.6741,High
H4520,252.89,1.3322,High
H4521,814.99,1.9359,High
H4522,399.42,0.7117,High
H4523,256.63,0.4668,High
H4524,539.14,0.6333,High
H4525,336.16,1.2724,High
H4526,359.01,0.8282,High
H4527,791.69,0.5917,High
H4528,252.44,0.8004,High
H4529,2034.46,1.3177,
H4530,904.73,0.7933,High
H4531,360.66,0.3802,High
H4532,416.65,0.5553,High
H4533,364.9,1.237,High
H4534,196.91,0.5823,High
H4535,446.84,0.6773,High
H4536,285.98,0.6716,High
H4537,277.81,2.0337,High
H4538,384.34,0.6169,High
H4539,932.63,3.7083,High
H4540,280.65,0.4208,High
H4541,582.77,0.5133,High
H4542,513.33,0.7946,High
H4543,230.21,1.4626,High
H4544,294.17,0.4307,High
H4545,1473.71,0.4643,High
H4546,475.7,1.0132,High
H4547,939.24,0.6276,High
H4548,459.72,0.7675,High
H4549,838.89,0.6191,High
H4550,179.38,0.321,High
H4551,177.83,0.3295,High
H4552,726.64,0.4264,High
H4553,426.29,1.7886,High
H4554,176.53,1.8517,High
H4555,378.03,0.8984,High
H4556,635.06,0.9353,High
H4557,1195.88,0.5511,High
H4558,302.36,0.8983,High
H4559,400.8,0.5464,High
H4560,1849.96,1.2559,High
H4561,1589.9,1.8254,High
H4562,218.51,0.7145,High
H4563,444.28,0.602,High
H4564,390.21,1.1278,High
H4565,260.79,2.2258,High
H4566,1237.53,1.5825,High
H4567,1478.48,0.6763,High
H4568,483.56,0.5666,High
H4569,370.92,0.5584,High
H4570,946.63,0.5631,High
H4571,313.3,1.4555,High
H4572,230.68,0.6218,High
H4573,625.21,1.858,High
H4574,570.88,3.1425,High
H4575,602.04,0.5574,High
H4576,799.74,1.1883,High
H4577,448.1,1.1119,High
H4578,421.25,2.3114,High
H4579,222.54,1.3129,High
H4580,224.94,0.4929,High
H4581,648.01,0.3849,High
H4582,325.92,0.4139,High
H4583,377.2,0.5279,High
H4584,576.31,0.6792,High
H4585,659.59,0.5103,High
H4586,478.77,1.716,High
H4587,566.73,0.7266,High
H4588,324.24,0.6355,High
H4589,425.13,1.8351,High
H4590,720.6,1.2245,High
H4591,277.85,0.5301,High
H4592,194.59,0.4829,High
H4593,835.75,0.5645,High
H4594,830.04,0.7022,High
H4595,342.95,0.5857,High
H4596,903.84,0.7012,High
H4597,343.08,1.8445,High
H4598,449.57,0.6447,High
H4599,366.56,0.533,High
H4600,1773.48,0.8117,High
H4601,258.42,0.5016,High
H4602,988.7,2.5815,High
H4603,344.78,1.2474,High
H4604,864.82,0.7573,High
H4605,1496.95,0.7309,High
H4606,493.27,0.9742,High
H4607,893.64,1.0632,High
H4608,554.84,0.6822,High
H4609,223.77,1.4422,High
H4610,579.64,1.4001,High
H4611,662.17,1.064,High
H4612,505.37,0.5192,High
H4613,1713.15,0.7784,High
H4614,250.04,1.4723,High
H4615,301.29,0.6879,High
H4616,609.63,0.9838,High
H4617,386.2,1.7032,High
H4618,198.46,1.4504,High
H4619,469.21,0.4584,High
H4620,303.48,1.963,High
H4621,1595.03,0.4684,High
H4622,499.31,0.5373,High
H4623,1700.93,0.9941,High
H4624,298.04,0.5699,High
H4625,505.63,2.5197,High
H4626,415.45,0.576,High
H4627,871.77,1.3904,High
H4628,203.41,0.6923,High
H4629,313.57,0.4969,High
H4630,431.12,0.6927,High
H4631,1673.05,0.9593,High
H4632,856.63,0.8277,High
H4633,764.31,1.7775,High
H4634,270.96,0.6537,High
H4635,771.65,0.633,High
