household_id,region,city,postal_code,house_type,floor_area_sqft,num_occupants,has_solar_panels
H0512,East,Rivertown,35160,Apartment,1287,6,Yes
H0513,South,Rivertown,12373,Apartment,2542,3,No
H0514,West,Springfield,63189,Condo,2208,5,Yes
H0515,West,Lakeland,61281,Detached,2215,6,Yes
H0516,West,Springfield,94653,Townhouse,2573,1,Yes
H0517,South,Springfield,29634,Apartment,1947,4,Yes
H0518,North,Rivertown,79184,Townhouse,3047,3,No
H0519,North,Hillview,27525,Apartment,1720,6,No
H0520,North,Lakeland,48380,Condo,2884,4,Yes
H0521,West,Hillview,43572,Condo,1864,2,No
H0522,North,Hillview,80155,Townhouse,2096,1,No
H0523,North,Rivertown,61084,Apartment,3149,4,Yes
H0524,West,Hillview,56438,Townhouse,1168,1,Yes
H0525,North,Lakeland,62039,Apartment,1867,3,Yes
H0526,East,Springfield,57650,Detached,1868,3,Yes
H0527,East,Hillview,65228,Detached,2387,5,No
H0528,West,Springfield,45223,Townhouse,3389,2,Yes
H0529,West,Rivertown,52116,Condo,1708,6,No
H0530,South,Hillview,33652,Condo,1660,1,Yes
H0531,North,Springfield,66516,Condo,3088,1,No
H0532,North,Rivertown,95181,Detached,2292,5,No
H0533,North,Hillview,27924,Condo,2762,2,No
H0534,East,Rivertown,46362,Detached,2475,1,No
H0535,East,Rivertown,50447,Condo,1954,4,No
H0536,North,Rivertown,73583,Townhouse,1994,6,Yes
H0537,North,Rivertown,70049,Condo,3193,2,No
H0538,East,Springfield,82739,Apartment,1036,1,No
H0539,East,Lakeland,32823,Townhouse,2448,3,No
H0540,South,Rivertown,14517,Townhouse,3142,2,Yes
H0541,West,Hillview,49282,Detached,2379,2,Yes
H0542,West,Springfield,77268,Condo,2034,1,No
H0543,East,Springfield,42786,Condo,1358,3,Yes
H0544,South,Springfield,57228,Townhouse,1335,4,No
H0545,East,Hillview,56781,Townhouse,2009,5,No
H0546,East,Hillview,79241,Condo,1835,1,No
H0547,North,Springfield,89664,Condo,2220,4,No
H0548,East,Lakeland,97212,Townhouse,2498,2,Yes
H0549,West,Springfield,68516,Apartment,895,1,Yes
H0550,West,Springfield,12456,Apartment,3361,5,Yes
H0551,South,Hillview,85882,Detached,1131,2,Yes
H0552,North,Hillview,85614,Condo,549,3,No
H0553,South,Springfield,82007,Townhouse,1148,5,No
H0554,North,Springfield,58439,Townhouse,3021,1,Yes
H0555,East,Hillview,58467,Apartment,2594,1,Yes
H0556,South,Hillview,75088,Apartment,1137,2,Yes
H0557,South,Lakeland,30620,Condo,1257,2,Yes
H0558,East,Springfield,52747,Detached,1878,4,Yes
H0559,West,Lakeland,38030,Apartment,2879,4,Yes
H0560,East,Hillview,20581,Townhouse,1123,5,No
H0561,North,Hillview,34668,Apartment,1629,2,No
H0562,West,Hillview,64739,Detached,664,6,No
H0563,South,Lakeland,49413,Condo,2483,4,Yes
H0564,South,Rivertown,69643,Townhouse,2145,4,Yes
H0565,North,Lakeland,98370,Condo,2774,2,Yes
H0566,West,Hillview,86508,Apartment,2456,2,No
H0567,East,Rivertown,64156,Apartment,2414,3,Yes
H0568,South,Lakeland,66106,Detached,3157,5,Yes
H0569,North,Rivertown,54124,Detached,1735,6,No
H0570,East,Hillview,69168,Apartment,2271,4,Yes
H0571,South,Springfield,86559,Townhouse,3341,2,Yes
H0572,South,Hillview,93185,Condo,1745,6,No
H0573,South,Lakeland,55292,Detached,1257,3,Yes
H0574,South,Hillview,80626,Apartment,1113,5,No
H0575,South,Lakeland,42130,Townhouse,1964,4,Yes
H0576,West,Springfield,98139,Apartment,1661,2,Yes
H0577,South,Hillview,79724,Condo,1756,5,No
H0578,West,Hillview,18354,Condo,2758,4,Yes
H0579,South,Rivertown,89038,Townhouse,1895,5,Yes
H0580,North,Hillview,34296,Detached,1979,5,No
H0581,North,Rivertown,68511,Townhouse,1917,6,No
H0582,West,Rivertown,99649,Condo,2172,2,No
H0583,West,Rivertown,82077,Townhouse,2707,4,No
H0584,South,Rivertown,31417,Apartment,2339,1,No
H0585,South,Springfield,59660,Condo,1611,6,No
H0586,North,Hillview,76226,Townhouse,2360,1,Yes
H0587,East,Rivertown,29066,Detached,911,6,Yes
H0588,West,Lakeland,12352,Townhouse,1959,5,No
H0589,West,Rivertown,10975,Townhouse,1129,4,Yes
H0590,East,Springfield,87197,Townhouse,1778,2,No
H0591,West,Springfield,96732,Condo,1101,6,No
H0592,West,Hillview,21144,Townhouse,1205,6,No
H0593,West,Springfield,67143,Condo,1254,5,No
H0594,South,Hillview,49761,Townhouse,1842,6,Yes
H0595,South,Hillview,29975,Townhouse,2025,1,No
H0596,North,Springfield,35227,Apartment,852,1,Yes
H0597,South,Rivertown,73459,Apartment,617,1,Yes
H0598,East,Lakeland,12080,Detached,1902,5,Yes
H0599,West,Hillview,57296,Apartment,717,1,No
H0600,South,Rivertown,51888,Apartment,3481,3,No
H0601,East,Springfield,31556,Condo,2416,6,Yes
H0602,South,Hillview,46479,Apartment,1102,5,Yes
H0603,North,Springfield,65353,Apartment,1071,1,No
H0604,North,Lakeland,76179,Detached,963,3,Yes
H0605,East,Hillview,67218,Detached,1958,2,No
H0606,East,Lakeland,24624,Apartment,2260,5,Yes
H0607,South,Lakeland,27306,Townhouse,2742,4,No
H0608,East,Springfield,68921,Apartment,2835,1,Yes
H0609,South,Rivertown,41719,Townhouse,1779,3,No
H0610,South,Lakeland,84844,Condo,3074,4,No
H0611,North,Rivertown,39100,Condo,1048,6,Yes
H0612,South,Springfield,56113,Apartment,1316,1,Yes
H0613,South,Springfield,53821,Townhouse,1196,1,No
H0614,West,Hillview,88682,Detached,2900,4,No
H0615,North,Lakeland,84627,Townhouse,1813,6,Yes
H0616,South,Hillview,82838,Detached,2654,4,Yes
H0617,East,Rivertown,22318,Condo,1504,4,No
H0618,South,Hillview,52391,Apartment,2187,5,Yes
H0619,South,Springfield,58694,Townhouse,2544,1,Yes
H0620,East,Rivertown,27482,Townhouse,1936,2,No
H0621,North,Lakeland,41106,Condo,3011,5,No
H0622,South,Hillview,47392,Townhouse,1742,3,Yes
H0623,West,Lakeland,10878,Townhouse,2993,2,No
H0624,South,Rivertown,76131,Apartment,798,6,Yes
H0625,West,Lakeland,64343,Townhouse,2529,5,No
H0626,East,Hillview,95077,Townhouse,2187,1,No
H0627,West,Springfield,39791,Apartment,3022,3,No
H0628,South,Hillview,24920,Detached,542,3,No
H0629,North,Lakeland,84951,Detached,1511,5,No
H0630,East,Lakeland,56881,Detached,2694,5,Yes
H0631,West,Rivertown,28335,Detached,2436,6,No
H0632,North,Rivertown,95919,Apartment,3318,6,Yes
H0633,North,Springfield,66551,Condo,2786,2,Yes
H0634,South,Springfield,67360,Apartment,1281,5,Yes
H0635,East,Springfield,54489,Apartment,2437,4,No
H0636,East,Rivertown,88459,Townhouse,2629,5,Yes
H0637,West,Springfield,33554,Condo,1297,5,Yes
H0638,East,Rivertown,11737,Condo,1999,4,No
H0639,East,Rivertown,53221,Townhouse,2438,3,Yes
H0640,North,Rivertown,58102,Apartment,663,1,Yes
H0641,South,Lakeland,53140,Apartment,1506,1,No
H0642,South,Lakeland,61707,Townhouse,1056,4,Yes
H0643,West,Hillview,34688,Condo,1641,6,No
H0644,South,Hillview,46422,Apartment,2121,5,No
H0645,South,Springfield,71444,Apartment,3096,1,Yes
H0646,West,Hillview,23499,Condo,1810,6,No
H0647,North,Springfield,85447,Condo,2099,5,Yes
H0648,West,Lakeland,27303,Townhouse,2864,5,Yes
H0649,South,Hillview,96516,Detached,538,1,No
H0650,West,Hillview,95597,Townhouse,2578,6,No
H0651,East,Springfield,73835,Townhouse,1032,3,No
H0652,South,Hillview,54992,Detached,3291,5,No
H0653,South,Rivertown,54491,Townhouse,2006,4,No
H0654,South,Rivertown,80723,Townhouse,2034,3,Yes
H0655,East,Springfield,59431,Condo,3406,1,No
H0656,West,Springfield,52010,Apartment,2005,2,No
H0657,North,Hillview,10213,Apartment,3376,6,Yes
H0658,South,Rivertown,37511,Apartment,1803,5,No
H0659,South,Springfield,43699,Detached,1973,3,Yes
H0660,East,Springfield,17165,Townhouse,2497,6,Yes
H0661,East,Lakeland,64818,Apartment,860,5,Yes
H0662,West,Rivertown,90710,Condo,2738,6,Yes
H0663,East,Hillview,80054,Detached,690,3,No
H0664,East,Rivertown,41150,Condo,1710,5,Yes
H0665,West,Springfield,13732,Condo,3300,1,No
H0666,North,Springfield,73176,Condo,2240,3,No
H0667,North,Springfield,72351,Detached,917,1,No
H0668,South,Hillview,41432,Condo,1645,5,Yes
H0669,West,Rivertown,17088,Apartment,1783,5,Yes
H0670,North,Hillview,95401,Detached,1367,6,No
H0671,North,Hillview,88348,Condo,2642,5,Yes
H0672,West,Hillview,67371,Townhouse,2164,6,Yes
H0673,East,Lakeland,17662,Detached,2146,5,No
H0674,West,Lakeland,14566,Apartment,3383,5,Yes
H0675,North,Lakeland,93193,Condo,612,6,Yes
H0676,East,Springfield,76504,Apartment,2349,6,No
H0677,West,Springfield,38404,Condo,2410,3,No
H0678,South,Springfield,56439,Apartment,2549,6,No
H0679,South,Hillview,64875,Condo,1645,2,Yes
H0680,North,Hillview,71371,Condo,1021,2,Yes
H0681,South,Rivertown,26213,Apartment,746,2,Yes
H0682,West,Hillview,42629,Detached,3439,2,Yes
H0683,West,Rivertown,60403,Townhouse,1335,1,No
H0684,East,Hillview,67139,Townhouse,1602,3,No
H0685,East,Lakeland,90898,Apartment,2035,5,No
H0686,South,Rivertown,95112,Condo,1275,3,No
H0687,North,Lakeland,92777,Apartment,2839,4,No
H0688,North,Rivertown,21543,Townhouse,2604,3,Yes
H0689,South,Lakeland,47209,Apartment,2488,3,Yes
H0690,West,Rivertown,60259,Condo,3160,2,Yes
H0691,West,Springfield,18079,Townhouse,2139,4,No
H0692,North,Lakeland,57207,Detached,1703,3,No
H0693,North,Springfield,24396,Detached,2413,6,No
H0694,North,Rivertown,42179,Townhouse,2904,1,No
H0695,North,Hillview,94095,Condo,1548,1,Yes
H0696,East,Rivertown,35442,Condo,1491,2,No
H0697,West,Hillview,64102,Apartment,1202,6,No
H0698,North,Rivertown,74510,Condo,1868,5,No
H0699,South,Rivertown,85443,Townhouse,537,5,Yes
H0700,East,Rivertown,87843,Condo,1807,2,Yes
H0701,West,Lakeland,87660,Detached,1781,2,Yes
H0702,South,Rivertown,11287,Townhouse,2568,1,No
H0703,East,Springfield,92111,Detached,1734,5,Yes
H0704,North,Hillview,31757,Apartment,550,3,No
H0705,North,Lakeland,86219,Condo,2380,6,Yes
H0706,North,Hillview,91245,Detached,551,3,No
H0707,West,Lakeland,14957,Detached,2042,2,Yes
H0708,North,Lakeland,74130,Apartment,1051,3,No
H0709,West,Lakeland,18253,Townhouse,1180,6,No
H0710,East,Springfield,48439,Condo,754,2,Yes
H0711,North,Lakeland,91565,Detached,2634,2,Yes
H0712,West,Springfield,88810,Condo,1263,4,No
H0713,West,Lakeland,37409,Detached,3441,5,No
H0714,North,Lakeland,18755,Townhouse,1846,2,No
H0715,East,Rivertown,58005,Condo,982,6,No
H0716,West,Springfield,94728,Detached,1281,6,No
H0717,North,Rivertown,26759,Condo,3242,3,No
H0718,East,Hillview,72696,Condo,825,5,Yes
H0719,South,Hillview,58725,Detached,2426,6,Yes
H0720,East,Hillview,76992,Apartment,2720,1,Yes
H0721,East,Hillview,37182,Detached,1104,3,No
H0722,South,Hillview,24240,Apartment,1774,1,No
H0723,West,Lakeland,46231,Detached,2346,1,No
H0724,West,Hillview,97371,Detached,2349,1,No
H0725,South,Hillview,94907,Apartment,3010,4,Yes
H0726,East,Springfield,84017,Townhouse,3143,5,No
H0727,East,Hillview,97308,Apartment,1171,3,No
H0728,West,Rivertown,14167,Condo,766,3,No
H0729,South,Springfield,62491,Apartment,3340,3,Yes
H0730,East,Lakeland,56570,Townhouse,2553,5,No
H0731,North,Lakeland,31049,Apartment,1363,2,Yes
H0732,West,Springfield,64823,Detached,3181,2,No
H0733,South,Lakeland,41789,Apartment,720,6,Yes
H0734,South,Rivertown,85472,Townhouse,2736,3,No
H0735,East,Rivertown,78948,Condo,1481,6,Yes
H0736,West,Hillview,81101,Apartment,718,4,Yes
H0737,East,Lakeland,19080,Apartment,3082,3,Yes
H0738,South,Springfield,59675,Condo,1484,4,No
H0739,South,Hillview,37590,Apartment,508,4,Yes
H0740,West,Lakeland,13317,Detached,3188,1,No
H0741,West,Rivertown,76060,Apartment,2375,5,Yes
H0742,South,Springfield,54714,Detached,1069,6,Yes
H0743,East,Hillview,98923,Apartment,2543,6,No
H0744,South,Springfield,90634,Apartment,713,4,Yes
H0745,North,Hillview,18174,Apartment,2704,1,No
H0746,South,Lakeland,74482,Condo,862,2,No
H0747,North,Springfield,32471,Apartment,2551,2,Yes
H0748,West,Hillview,81907,Apartment,2869,2,No
H0749,North,Springfield,43021,Condo,1811,2,Yes
H0750,North,Rivertown,42638,Condo,842,1,Yes
H0751,North,Springfield,14177,Detached,2393,6,Yes
H0752,West,Rivertown,72660,Townhouse,2663,3,Yes
H0753,South,Hillview,90055,Apartment,2691,6,Yes
H0754,West,Springfield,32613,Apartment,3229,1,Yes
H0755,East,Rivertown,17911,Detached,1816,5,Yes
H0756,South,Rivertown,83716,Apartment,3082,4,No
H0757,South,Hillview,26304,Townhouse,3020,3,Yes
H0758,East,Hillview,81195,Townhouse,1974,5,Yes
H0759,East,Springfield,47375,Townhouse,1000,6,Yes
H0760,West,Springfield,58254,Apartment,1783,4,Yes
H0761,West,Rivertown,92531,Townhouse,2323,3,Yes
H0762,West,Springfield,64478,Detached,2572,6,Yes
H0763,East,Springfield,93669,Condo,2425,2,Yes
H0764,South,Lakeland,96753,Apartment,3286,2,Yes
H0765,East,Lakeland,21724,Townhouse,617,1,Yes
H0766,North,Hillview,25716,Condo,1187,1,Yes
H0767,South,Springfield,72747,Condo,634,6,No
H0768,North,Rivertown,65202,Condo,2670,2,No
H0769,East,Hillview,43982,Townhouse,1310,4,No
H0770,East,Rivertown,39658,Townhouse,2617,2,No
H0771,North,Hillview,53934,Condo,2592,2,No
H0772,East,Springfield,73643,Apartment,1037,3,No
H0773,North,Rivertown,41055,Condo,2842,1,No
H0774,North,Lakeland,23246,Townhouse,3172,1,No
H0775,East,Rivertown,29919,Detached,1804,1,No
H0776,East,Lakeland,69926,Townhouse,2617,1,Yes
H0777,East,Springfield,74579,Condo,2889,4,Yes
H0778,South,Hillview,76146,Condo,2247,1,Yes
H0779,South,Springfield,77511,Apartment,2126,6,No
H0780,East,Springfield,82376,Detached,2267,5,Yes
H0781,South,Hillview,35319,Apartment,1779,2,No
H0782,North,Springfield,61546,Apartment,1033,4,Yes
H0783,North,Springfield,55616,Detached,2883,6,No
H0784,East,Lakeland,27536,Condo,2835,4,Yes
H0785,West,Springfield,33932,Townhouse,1711,1,Yes
H0786,West,Hillview,27732,Apartment,721,1,Yes
H0787,East,Lakeland,26506,Detached,3231,1,Yes
H0788,East,Springfield,75831,Detached,2506,6,No
H0789,North,Hillview,19177,Apartment,1443,1,No
H0790,East,Springfield,21088,Townhouse,2329,2,Yes
H0791,South,Springfield,67875,Apartment,1108,2,Yes
H0792,North,Rivertown,87365,Condo,775,5,No
H0793,West,Rivertown,53625,Townhouse,1304,2,No
H0794,East,Hillview,49506,Detached,1365,3,No
H0795,South,Rivertown,23095,Condo,2397,5,Yes
H0796,North,Lakeland,74873,Condo,1688,6,No
H0797,South,Lakeland,15298,Apartment,2312,3,No
H0798,North,Lakeland,87299,Detached,2873,1,Yes
H0799,North,Hillview,86810,Detached,2879,2,Yes
H0800,East,Springfield,40542,Detached,1393,6,No
H0801,North,Lakeland,18944,Detached,1739,3,Yes
H0802,South,Springfield,29617,Apartment,938,5,Yes
H0803,East,Springfield,57343,Detached,3214,3,No
H0804,West,Springfield,80723,Condo,855,6,No
H0805,West,Hillview,11606,Townhouse,1927,5,No
H0806,South,Rivertown,56993,Townhouse,3247,3,Yes
H0807,East,Springfield,51751,Townhouse,2789,4,Yes
H0808,South,Hillview,79046,Townhouse,824,2,Yes
H0809,East,Hillview,53773,Condo,1352,1,Yes
H0810,East,Rivertown,37859,Apartment,1278,5,Yes
H0811,East,Springfield,76360,Condo,1097,1,No
H0812,South,Lakeland,65097,Apartment,2891,1,No
H0813,South,Hillview,64227,Condo,1050,3,No
H0814,North,Springfield,63365,Townhouse,3029,1,Yes
H0815,East,Springfield,39954,Detached,2203,1,No
H0816,North,Rivertown,18245,Townhouse,3026,6,No
H0817,West,Rivertown,77622,Townhouse,2832,5,No
H0818,South,Hillview,13063,Apartment,1428,1,Yes
H0819,South,Lakeland,86280,Apartment,3001,5,Yes
H0820,West,Lakeland,61737,Condo,1767,4,Yes
H0821,South,Springfield,95223,Condo,2372,3,No
H0822,East,Rivertown,90342,Townhouse,3048,2,No
H0823,South,Rivertown,72667,Apartment,2285,3,No
H0824,East,Lakeland,62691,Condo,3438,4,No
H0825,West,Hillview,89923,Detached,1009,1,Yes
H0826,East,Lakeland,81448,Townhouse,1109,4,No
H0827,South,Hillview,89746,Townhouse,2323,6,Yes
H0828,East,Lakeland,63563,Condo,775,5,No
H0829,East,Rivertown,72451,Condo,2779,5,Yes
H0830,West,Hillview,33249,Townhouse,1511,4,No
H0831,East,Springfield,45417,Condo,3128,6,No
H0832,East,Springfield,49816,Condo,2459,5,Yes
H0833,West,Rivertown,73521,Condo,1453,3,No
H0834,East,Hillview,62027,Detached,3122,6,No
H0835,South,Lakeland,37873,Townhouse,2762,1,Yes
H0836,South,Hillview,27648,Detached,1722,6,No
H0837,North,Springfield,24455,Townhouse,2707,5,No
H0838,West,Springfield,97826,Townhouse,2714,5,Yes
H0839,West,Springfield,65657,Townhouse,1968,5,Yes
H0840,North,Rivertown,57780,Condo,1722,6,No
H0841,North,Springfield,49744,Townhouse,572,4,No
H0842,East,Lakeland,25671,Apartment,774,2,No
H0843,East,Rivertown,69887,Townhouse,569,3,No
H0844,East,Lakeland,31027,Condo,1441,4,No
H0845,North,Springfield,92208,Condo,1722,2,Yes
H0846,West,Lakeland,98207,Condo,2837,1,Yes
H0847,North,Hillview,25987,Townhouse,1736,3,Yes
H0848,South,Hillview,95804,Detached,3446,3,Yes
H0849,North,Springfield,18778,Townhouse,2464,5,No
H0850,North,Hillview,36124,Condo,973,2,Yes
H0851,South,Springfield,95629,Detached,1409,6,No
H0852,West,Springfield,29328,Detached,1960,3,Yes
H0853,East,Springfield,23228,Townhouse,1224,3,Yes
H0854,North,Lakeland,44446,Detached,3393,2,No
H0855,South,Hillview,98964,Apartment,1094,2,Yes
H0856,North,Hillview,76170,Townhouse,1677,5,Yes
H0857,South,Lakeland,26429,Condo,2894,4,No
H0858,East,Springfield,47925,Townhouse,2376,1,Yes
H0859,West,Springfield,80393,Apartment,1450,2,Yes
H0860,South,Hillview,63553,Condo,3194,1,Yes
H0861,East,Hillview,58575,Condo,2983,3,No
H0862,West,Lakeland,25854,Townhouse,3418,4,Yes
H0863,West,Springfield,31958,Apartment,2637,4,Yes
H0864,West,Springfield,81662,Apartment,1237,1,No
H0865,South,Rivertown,65493,Condo,3319,3,No
H0866,South,Lakeland,78825,Detached,1653,6,No
H0867,North,Hillview,75035,Detached,2003,4,Yes
H0868,West,Hillview,24464,Condo,3341,5,Yes
H0869,West,Springfield,95191,Townhouse,636,1,No
H0870,East,Springfield,85521,Condo,1613,5,Yes
H0871,West,Rivertown,52497,Condo,1026,6,Yes
H0872,East,Rivertown,51577,Townhouse,2762,2,No
H0873,West,Lakeland,76662,Apartment,1205,3,Yes
H0874,North,Lakeland,92678,Apartment,1957,6,No
H0875,North,Springfield,83149,Condo,559,4,No
H0876,South,Lakeland,32379,Apartment,3344,3,No
H0877,South,Lakeland,43718,Detached,2063,4,No
H0878,East,Rivertown,81030,Townhouse,1232,1,Yes
H0879,West,Rivertown,89212,Detached,1120,1,No
H0880,North,Lakeland,50426,Apartment,878,4,No
H0881,East,Lakeland,84645,Condo,1208,3,Yes
H0882,South,Lakeland,57349,Apartment,2225,4,Yes
H0883,South,Rivertown,58617,Townhouse,978,4,No
H0884,North,Lakeland,19901,Detached,1647,2,No
H0885,South,Rivertown,93467,Townhouse,1955,1,No
H0886,East,Lakeland,27331,Detached,3385,6,Yes
H0887,West,Springfield,73526,Condo,1379,3,No
H0888,South,Rivertown,47038,Condo,855,5,No
H0889,South,Lakeland,91771,Townhouse,1416,5,No
H0890,North,Rivertown,93755,Condo,598,5,Yes
H0891,South,Hillview,91629,Detached,1119,3,Yes
H0892,West,Hillview,49037,Townhouse,3233,2,Yes
H0893,South,Springfield,39211,Townhouse,688,5,Yes
H0894,East,Lakeland,72404,Detached,3005,1,No
H0895,East,Hillview,50736,Townhouse,2872,1,No
H0896,West,Hillview,87544,Townhouse,1491,3,No
H0897,North,Lakeland,95301,Detached,1911,6,No
H0898,North,Lakeland,50513,Condo,2693,3,No
H0899,West,Lakeland,20296,Apartment,1638,3,Yes
H0900,South,Lakeland,18320,Condo,3264,5,Yes
H0901,West,Rivertown,67680,Townhouse,1283,2,No
H0902,North,Springfield,26354,Townhouse,2515,2,No
H0903,South,Hillview,54850,Townhouse,1469,2,No
H0904,West,Lakeland,11744,Condo,1029,5,No
H0905,East,Hillview,34407,Condo,2732,5,No
H0906,East,Rivertown,68934,Detached,3403,3,No
H0907,West,Lakeland,70891,Condo,3148,1,No
H0908,West,Rivertown,93479,Condo,3017,2,Yes
H0909,North,Lakeland,97374,Detached,937,6,Yes
H0910,East,Hillview,17607,Townhouse,1521,5,Yes
H0911,North,Rivertown,65632,Detached,2928,1,Yes
H0912,South,Lakeland,62293,Apartment,3112,1,Yes
H0913,West,Hillview,11002,Detached,3012,4,No
H0914,West,Hillview,60458,Condo,813,2,Yes
H0915,East,Rivertown,91858,Townhouse,507,1,No
H0916,North,Lakeland,48121,Condo,2834,1,No
H0917,South,Hillview,22133,Condo,3225,1,Yes
H0918,East,Rivertown,60058,Townhouse,3200,5,No
H0919,South,Springfield,13592,Detached,586,6,Yes
H0920,West,Hillview,75953,Detached,2324,1,No
H0921,East,Rivertown,38919,Apartment,2196,1,No
H0922,East,Lakeland,28061,Condo,2192,5,No
H0923,North,Hillview,42004,Apartment,995,4,Yes
H0924,West,Rivertown,58532,Townhouse,2417,4,Yes
H0925,North,Hillview,77432,Condo,523,1,No
H0926,West,Springfield,86060,Apartment,2061,6,No
H0927,North,Springfield,63525,Detached,3001,4,No
H0928,East,Springfield,70841,Apartment,1053,5,Yes
H0929,East,Rivertown,93798,Condo,922,1,No
H0930,West,Hillview,68238,Condo,2129,4,Yes
H0931,North,Rivertown,88347,Condo,2148,1,No
H0932,South,Rivertown,84738,Detached,1276,4,Yes
H0933,West,Hillview,87990,Townhouse,1199,1,Yes
H0934,East,Hillview,71467,Apartment,1443,1,Yes
H0935,North,Lakeland,61743,Detached,1610,2,Yes
H0936,East,Hillview,21567,Townhouse,1153,4,Yes
H0937,North,Hillview,28678,Detached,2180,3,No
H0938,West,Lakeland,96731,Townhouse,1067,1,Yes
H0939,West,Rivertown,37095,Apartment,784,1,No
H0940,East,Hillview,34615,Townhouse,1903,4,No
H0941,West,Hillview,28300,Detached,732,3,No
H0942,North,Lakeland,93253,Detached,3016,5,No
H0943,East,Hillview,26547,Condo,2999,5,Yes
H0944,West,Lakeland,84229,Condo,2055,6,No
H0945,East,Rivertown,19896,Condo,2882,5,Yes
H0946,North,Lakeland,90439,Condo,2341,3,Yes
H0947,East,Rivertown,29395,Townhouse,1808,6,No
H0948,West,Rivertown,81003,Townhouse,2119,1,No
H0949,North,Hillview,80648,Condo,2997,4,Yes
H0950,North,Rivertown,79387,Apartment,1389,5,No
H0951,North,Springfield,71013,Townhouse,1433,1,No
H0952,South,Hillview,51841,Townhouse,2530,5,No
H0953,East,Hillview,77752,Condo,1049,1,No
H0954,West,Springfield,27323,Townhouse,3161,1,Yes
H0955,East,Hillview,91703,Apartment,2709,5,No
H0956,North,Rivertown,89389,Detached,1339,6,No
H0957,South,Hillview,67959,Apartment,985,3,Yes
H0958,West,Rivertown,85078,Detached,3226,2,Yes
H0959,West,Hillview,38250,Townhouse,1532,1,Yes
H0960,North,Rivertown,46853,Apartment,841,5,Yes
H0961,West,Lakeland,63770,Detached,1530,3,Yes
H0962,West,Rivertown,43902,Condo,605,1,No
H0963,South,Rivertown,10441,Condo,2710,2,No
H0964,East,Rivertown,72902,Townhouse,2124,5,Yes
H0965,North,Hillview,99375,Detached,3475,5,Yes
