household_id,month,year,billing_cycle,payment_status,rate_per_kwh,cost_usd,total_kwh
H0301,Jan,2025,2025-301-01 to 2025-301-30,Unpaid,0.18,263.09,1461.5900000000001
H0302,Feb,2025,2025-302-01 to 2025-302-30,Pending,0.18,289.09,1606.08
H0303,Mar,2025,2025-303-01 to 2025-303-30,Pending,0.18,270.66,1503.6599999999999
H0304,Apr,2025,2025-304-01 to 2025-304-30,Pending,0.18,307.83,1710.16
H0305,May,2025,2025-305-01 to 2025-305-30,Paid,0.18,288.29,1601.6099999999997
H0306,Jun,2025,2025-306-01 to 2025-306-30,Paid,0.18,321.38,1785.4699999999998
H0307,Jul,2025,2025-307-01 to 2025-307-30,Unpaid,0.18,301.74,1676.31
H0308,Aug,2025,2025-308-01 to 2025-308-30,Paid,0.18,229.45,1274.71
H0309,Sep,2025,2025-309-01 to 2025-309-30,Unpaid,0.18,279.57,1553.14
H0310,Oct,2025,2025-310-01 to 2025-310-30,Unpaid,0.18,339.52,1886.25
H0311,Nov,2025,2025-311-01 to 2025-311-30,Unpaid,0.18,266.23,1479.0800000000002
H0312,Dec,2025,2025-312-01 to 2025-312-30,Pending,0.18,322.13,1789.6200000000001
H0313,Jan,2025,2025-313-01 to 2025-313-30,Paid,0.18,271.2,1506.68
H0314,Feb,2025,2025-314-01 to 2025-314-30,Pending,0.18,245.32,1362.8999999999999
H0315,Mar,2025,2025-315-01 to 2025-315-30,Paid,0.18,273.29,1518.2799999999997
H0316,Apr,2025,2025-316-01 to 2025-316-30,Pending,0.18,293.99,1633.2900000000002
H0317,May,2025,2025-317-01 to 2025-317-30,Pending,0.18,297.02,1650.1000000000001
H0318,Jun,2025,2025-318-01 to 2025-318-30,Pending,0.18,188.31,1046.1499999999999
H0319,Jul,2025,2025-319-01 to 2025-319-30,Paid,0.18,332.71,1848.3799999999997
H0320,Aug,2025,2025-320-01 to 2025-320-30,Paid,0.18,300.34,1668.5699999999997
H0321,Sep,2025,2025-321-01 to 2025-321-30,Paid,0.18,386.01,2144.52
H0322,Oct,2025,2025-322-01 to 2025-322-30,Pending,0.18,347.3,1929.4199999999998
H0323,Nov,2025,2025-323-01 to 2025-323-30,Unpaid,0.18,289.63,1609.0400000000002
H0324,Dec,2025,2025-324-01 to 2025-324-30,Pending,0.18,310.49,1724.97
H0325,Jan,2025,2025-325-01 to 2025-325-30,Paid,0.18,225.02,1250.1100000000001
H0326,Feb,2025,2025-326-01 to 2025-326-30,Paid,0.18,313.64,1742.42
H0327,Mar,2025,2025-327-01 to 2025-327-30,Unpaid,0.18,270.73,1504.07
H0328,Apr,2025,2025-328-01 to 2025-328-30,Unpaid,0.18,244.21,1356.73
H0329,May,2025,2025-329-01 to 2025-329-30,Unpaid,0.18,240.48,1335.9800000000002
H0330,Jun,2025,2025-330-01 to 2025-330-30,Paid,0.18,178.19,989.9699999999999
H0331,Jul,2025,2025-331-01 to 2025-331-30,Paid,0.18,162.01,900.06
H0332,Aug,2025,2025-332-01 to 2025-332-30,Paid,0.18,306.98,1705.44
H0333,Sep,2025,2025-333-01 to 2025-333-30,Unpaid,0.18,355.88,1977.1000000000001
H0334,Oct,2025,2025-334-01 to 2025-334-30,Unpaid,0.18,334.45,1858.0400000000002
H0335,Nov,2025,2025-335-01 to 2025-335-30,Unpaid,0.18,275.53,1530.71
H0336,Dec,2025,2025-336-01 to 2025-336-30,Pending,0.18,318.33,1768.5099999999998
H0337,Jan,2025,2025-337-01 to 2025-337-30,Unpaid,0.18,346.97,1927.6100000000001
H0338,Feb,2025,2025-338-01 to 2025-338-30,Unpaid,0.18,227.99,1266.63
H0339,Mar,2025,2025-339-01 to 2025-339-30,Unpaid,0.18,261.64,1453.5500000000002
H0340,Apr,2025,2025-340-01 to 2025-340-30,Paid,0.18,334.82,1860.11
H0341,May,2025,2025-341-01 to 2025-341-30,Paid,0.18,306.5,1702.7599999999998
H0342,Jun,2025,2025-342-01 to 2025-342-30,Unpaid,0.18,365.71,2031.7000000000003
H0343,Jul,2025,2025-343-01 to 2025-343-30,Unpaid,0.18,351.1,1950.5700000000002
H0344,Aug,2025,2025-344-01 to 2025-344-30,Pending,0.18,286.68,1592.6899999999998
H0345,Sep,2025,2025-345-01 to 2025-345-30,Pending,0.18,164.04,911.3299999999999
H0346,Oct,2025,2025-346-01 to 2025-346-30,Paid,0.18,266.57,1480.9199999999998
H0347,Nov,2025,2025-347-01 to 2025-347-30,Paid,0.18,237.25,1318.0300000000002
H0348,Dec,2025,2025-348-01 to 2025-348-30,Unpaid,0.18,275.93,1532.94
H0349,Jan,2025,2025-349-01 to 2025-349-30,Unpaid,0.18,273.98,1522.0900000000001
H0350,Feb,2025,2025-350-01 to 2025-350-30,Unpaid,0.18,269.22,1495.6799999999998
H0351,Mar,2025,2025-351-01 to 2025-351-30,Paid,0.18,329.79,1832.17
H0352,Apr,2025,2025-352-01 to 2025-352-30,Paid,0.18,333.63,1853.52
H0353,May,2025,2025-353-01 to 2025-353-30,Unpaid,0.18,279.37,1552.05
H0354,Jun,2025,2025-354-01 to 2025-354-30,Pending,0.18,269.86,1499.22
H0355,Jul,2025,2025-355-01 to 2025-355-30,Pending,0.18,281.59,1564.4
H0356,Aug,2025,2025-356-01 to 2025-356-30,Paid,0.18,292.33,1624.03
H0357,Sep,2025,2025-357-01 to 2025-357-30,Unpaid,0.18,257.25,1429.1499999999999
H0358,Oct,2025,2025-358-01 to 2025-358-30,Paid,0.18,330.51,1836.1399999999999
H0359,Nov,2025,2025-359-01 to 2025-359-30,Pending,0.18,214.02,1188.9999999999998
H0360,Dec,2025,2025-360-01 to 2025-360-30,Unpaid,0.18,289.49,1608.2600000000002
H0361,Jan,2025,2025-361-01 to 2025-361-30,Unpaid,0.18,240.34,1335.21
H0362,Feb,2025,2025-362-01 to 2025-362-30,Paid,0.18,195.27,1084.86
H0363,Mar,2025,2025-363-01 to 2025-363-30,Pending,0.18,360.4,2002.23
H0364,Apr,2025,2025-364-01 to 2025-364-30,Unpaid,0.18,340.28,1890.44
H0365,May,2025,2025-365-01 to 2025-365-30,Paid,0.18,260.01,1444.4900000000002
H0366,Jun,2025,2025-366-01 to 2025-366-30,Unpaid,0.18,341.89,1899.3700000000001
H0367,Jul,2025,2025-367-01 to 2025-367-30,Pending,0.18,315.78,1754.31
H0368,Aug,2025,2025-368-01 to 2025-368-30,Paid,0.18,261.47,1452.62
H0369,Sep,2025,2025-369-01 to 2025-369-30,Paid,0.18,341.4,1896.6599999999999
H0370,Oct,2025,2025-370-01 to 2025-370-30,Paid,0.18,301.82,1676.79
H0371,Nov,2025,2025-371-01 to 2025-371-30,Pending,0.18,284.71,1581.72
H0372,Dec,2025,2025-372-01 to 2025-372-30,Paid,0.18,215.33,1196.26
H0373,Jan,2025,2025-373-01 to 2025-373-30,Paid,0.18,269.77,1498.6999999999998
H0374,Feb,2025,2025-374-01 to 2025-374-30,Pending,0.18,244.73,1359.5900000000001
H0375,Mar,2025,2025-375-01 to 2025-375-30,Paid,0.18,267.07,1483.6999999999998
H0376,Apr,2025,2025-376-01 to 2025-376-30,Pending,0.18,214.57,1192.0300000000002
H0377,May,2025,2025-377-01 to 2025-377-30,Unpaid,0.18,314.31,1746.17
H0378,Jun,2025,2025-378-01 to 2025-378-30,Paid,0.18,270.51,1502.81
H0379,Jul,2025,2025-379-01 to 2025-379-30,Pending,0.18,279.21,1551.1499999999999
H0380,Aug,2025,2025-380-01 to 2025-380-30,Unpaid,0.18,280.09,1556.04
H0381,Sep,2025,2025-381-01 to 2025-381-30,Pending,0.18,340.94,1894.1100000000001
H0382,Oct,2025,2025-382-01 to 2025-382-30,Paid,0.18,266.58,1481.0099999999998
H0383,Nov,2025,2025-383-01 to 2025-383-30,Paid,0.18,187.74,1043.0
H0384,Dec,2025,2025-384-01 to 2025-384-30,Pending,0.18,247.68,1376.0
H0385,Jan,2025,2025-385-01 to 2025-385-30,Unpaid,0.18,372.15,2067.5
H0386,Feb,2025,2025-386-01 to 2025-386-30,Pending,0.18,271.96,1510.9100000000003
H0387,Mar,2025,2025-387-01 to 2025-387-30,Paid,0.18,294.94,1638.53
H0388,Apr,2025,2025-388-01 to 2025-388-30,Paid,0.18,228.07,1267.0499999999997
H0389,May,2025,2025-389-01 to 2025-389-30,Paid,0.18,312.67,1737.08
H0390,Jun,2025,2025-390-01 to 2025-390-30,Pending,0.18,326.69,1814.94
H0391,Jul,2025,2025-391-01 to 2025-391-30,Pending,0.18,362.38,2013.2300000000002
H0392,Aug,2025,2025-392-01 to 2025-392-30,Pending,0.18,282.13,1567.4
H0393,Sep,2025,2025-393-01 to 2025-393-30,Unpaid,0.18,377.94,2099.67
H0394,Oct,2025,2025-394-01 to 2025-394-30,Paid,0.18,287.13,1595.1699999999998
H0395,Nov,2025,2025-395-01 to 2025-395-30,Pending,0.18,294.32,1635.1100000000001
H0396,Dec,2025,2025-396-01 to 2025-396-30,Paid,0.18,212.05,1178.08
H0397,Jan,2025,2025-397-01 to 2025-397-30,Unpaid,0.18,228.31,1268.4
H0398,Feb,2025,2025-398-01 to 2025-398-30,Pending,0.18,257.1,1428.36
H0399,Mar,2025,2025-399-01 to 2025-399-30,Paid,0.18,285.38,1585.4399999999998
H0400,Apr,2025,2025-400-01 to 2025-400-30,Pending,0.18,317.73,1765.1399999999999
H0401,May,2025,2025-401-01 to 2025-401-30,Pending,0.18,285.07,1583.74
H0402,Jun,2025,2025-402-01 to 2025-402-30,Pending,0.18,325.03,1805.6999999999998
H0403,Jul,2025,2025-403-01 to 2025-403-30,Paid,0.18,202.75,1126.38
H0404,Aug,2025,2025-404-01 to 2025-404-30,Paid,0.18,264.84,1471.35
H0405,Sep,2025,2025-405-01 to 2025-405-30,Unpaid,0.18,234.91,1305.08
H0406,Oct,2025,2025-406-01 to 2025-406-30,Pending,0.18,267.92,1488.4499999999998
H0407,Nov,2025,2025-407-01 to 2025-407-30,Paid,0.18,308.92,1716.2
H0408,Dec,2025,2025-408-01 to 2025-408-30,Paid,0.18,223.5,1241.68
H0409,Jan,2025,2025-409-01 to 2025-409-30,Paid,0.18,269.72,1498.4199999999998
H0410,Feb,2025,2025-410-01 to 2025-410-30,Unpaid,0.18,310.02,1722.3500000000001
H0411,Mar,2025,2025-411-01 to 2025-411-30,Pending,0.18,308.68,1714.8899999999999
H0412,Apr,2025,2025-412-01 to 2025-412-30,Unpaid,0.18,273.62,1520.0999999999997
H0413,May,2025,2025-413-01 to 2025-413-30,Pending,0.18,235.37,1307.6
H0414,Jun,2025,2025-414-01 to 2025-414-30,Pending,0.18,285.4,1585.5699999999997
H0415,Jul,2025,2025-415-01 to 2025-415-30,Pending,0.18,313.26,1740.36
H0416,Aug,2025,2025-416-01 to 2025-416-30,Pending,0.18,231.44,1285.7700000000002
H0417,Sep,2025,2025-417-01 to 2025-417-30,Paid,0.18,268.08,1489.3599999999997
H0418,Oct,2025,2025-418-01 to 2025-418-30,Pending,0.18,193.66,1075.9099999999999
H0419,Nov,2025,2025-419-01 to 2025-419-30,Unpaid,0.18,301.67,1675.9200000000003
H0420,Dec,2025,2025-420-01 to 2025-420-30,Paid,0.18,223.84,1243.55
H0421,Jan,2025,2025-421-01 to 2025-421-30,Pending,0.18,206.47,1147.05
H0422,Feb,2025,2025-422-01 to 2025-422-30,Paid,0.18,281.23,1562.3899999999999
H0423,Mar,2025,2025-423-01 to 2025-423-30,Paid,0.18,269.8,1498.9
H0424,Apr,2025,2025-424-01 to 2025-424-30,Unpaid,0.18,328.61,1825.63
H0425,May,2025,2025-425-01 to 2025-425-30,Unpaid,0.18,395.06,2194.75
H0426,Jun,2025,2025-426-01 to 2025-426-30,Pending,0.18,306.03,1700.14
H0427,Jul,2025,2025-427-01 to 2025-427-30,Pending,0.18,187.58,1042.1100000000001
H0428,Aug,2025,2025-428-01 to 2025-428-30,Unpaid,0.18,278.74,1548.5600000000002
H0429,Sep,2025,2025-429-01 to 2025-429-30,Paid,0.18,313.93,1744.0600000000002
H0430,Oct,2025,2025-430-01 to 2025-430-30,Paid,0.18,221.86,1232.57
H0431,Nov,2025,2025-431-01 to 2025-431-30,Unpaid,0.18,245.39,1363.2799999999997
H0432,Dec,2025,2025-432-01 to 2025-432-30,Paid,0.18,338.68,1881.53
H0433,Jan,2025,2025-433-01 to 2025-433-30,Paid,0.18,222.57,1236.52
H0434,Feb,2025,2025-434-01 to 2025-434-30,Unpaid,0.18,237.25,1318.05
H0435,Mar,2025,2025-435-01 to 2025-435-30,Paid,0.18,291.23,1617.9299999999998
H0436,Apr,2025,2025-436-01 to 2025-436-30,Paid,0.18,226.66,1259.21
H0437,May,2025,2025-437-01 to 2025-437-30,Paid,0.18,254.97,1416.51
H0438,Jun,2025,2025-438-01 to 2025-438-30,Paid,0.18,232.23,1290.17
H0439,Jul,2025,2025-439-01 to 2025-439-30,Unpaid,0.18,346.96,1927.58
H0440,Aug,2025,2025-440-01 to 2025-440-30,Pending,0.18,294.53,1636.29
H0441,Sep,2025,2025-441-01 to 2025-441-30,Paid,0.18,296.75,1648.5899999999997
H0442,Oct,2025,2025-442-01 to 2025-442-30,Pending,0.18,195.68,1087.11
H0443,Nov,2025,2025-443-01 to 2025-443-30,Pending,0.18,232.44,1291.32
H0444,Dec,2025,2025-444-01 to 2025-444-30,Pending,0.18,255.51,1419.48
H0445,Jan,2025,2025-445-01 to 2025-445-30,Unpaid,0.18,263.73,1465.1499999999999
H0446,Feb,2025,2025-446-01 to 2025-446-30,Paid,0.18,349.42,1941.2299999999998
H0447,Mar,2025,2025-447-01 to 2025-447-30,Unpaid,0.18,248.08,1378.23
H0448,Apr,2025,2025-448-01 to 2025-448-30,Unpaid,0.18,210.79,1171.0400000000002
H0449,May,2025,2025-449-01 to 2025-449-30,Pending,0.18,203.56,1130.89
H0450,Jun,2025,2025-450-01 to 2025-450-30,Pending,0.18,252.7,1403.8799999999999
H0451,Jul,2025,2025-451-01 to 2025-451-30,Unpaid,0.18,241.96,1344.2299999999998
H0452,Aug,2025,2025-452-01 to 2025-452-30,Paid,0.18,321.3,1784.99
H0453,Sep,2025,2025-453-01 to 2025-453-30,Pending,0.18,220.89,1227.15
H0454,Oct,2025,2025-454-01 to 2025-454-30,Unpaid,0.18,262.05,1455.84
H0455,Nov,2025,2025-455-01 to 2025-455-30,Unpaid,0.18,258.71,1437.2799999999997
H0456,Dec,2025,2025-456-01 to 2025-456-30,Unpaid,0.18,298.77,1659.81
H0457,Jan,2025,2025-457-01 to 2025-457-30,Paid,0.18,358.9,1993.9099999999999
H0458,Feb,2025,2025-458-01 to 2025-458-30,Paid,0.18,282.56,1569.79
H0459,Mar,2025,2025-459-01 to 2025-459-30,Paid,0.18,308.94,1716.3100000000002
H0460,Apr,2025,2025-460-01 to 2025-460-30,Pending,0.18,249.29,1384.96
H0461,May,2025,2025-461-01 to 2025-461-30,Unpaid,0.18,356.93,1982.9300000000003
H0462,Jun,2025,2025-462-01 to 2025-462-30,Pending,0.18,195.72,1087.32
H0463,Jul,2025,2025-463-01 to 2025-463-30,Paid,0.18,376.84,2093.53
H0464,Aug,2025,2025-464-01 to 2025-464-30,Paid,0.18,339.36,1885.34
H0465,Sep,2025,2025-465-01 to 2025-465-30,Pending,0.18,342.25,1901.37
H0466,Oct,2025,2025-466-01 to 2025-466-30,Pending,0.18,261.33,1451.82
H0467,Nov,2025,2025-467-01 to 2025-467-30,Pending,0.18,239.11,1328.4099999999999
H0468,Dec,2025,2025-468-01 to 2025-468-30,Unpaid,0.18,320.82,1782.32
H0469,Jan,2025,2025-469-01 to 2025-469-30,Unpaid,0.18,358.07,1989.2799999999997
H0470,Feb,2025,2025-470-01 to 2025-470-30,Unpaid,0.18,186.89,1038.28
H0471,Mar,2025,2025-471-01 to 2025-471-30,Pending,0.18,355.31,1973.97
H0472,Apr,2025,2025-472-01 to 2025-472-30,Paid,0.18,249.14,1384.1
H0473,May,2025,2025-473-01 to 2025-473-30,Paid,0.18,181.49,1008.2599999999999
H0474,Jun,2025,2025-474-01 to 2025-474-30,Unpaid,0.18,241.02,1339.0
H0475,Jul,2025,2025-475-01 to 2025-475-30,Pending,0.18,274.94,1527.47
H0476,Aug,2025,2025-476-01 to 2025-476-30,Unpaid,0.18,238.72,1326.23
H0477,Sep,2025,2025-477-01 to 2025-477-30,Unpaid,0.18,198.93,1105.18
H0478,Oct,2025,2025-478-01 to 2025-478-30,Pending,0.18,372.01,2066.7400000000002
H0479,Nov,2025,2025-479-01 to 2025-479-30,Pending,0.18,329.29,1829.4
H0480,Dec,2025,2025-480-01 to 2025-480-30,Pending,0.18,212.53,1180.73
H0481,Jan,2025,2025-481-01 to 2025-481-30,Pending,0.18,334.07,1855.9499999999998
H0482,Feb,2025,2025-482-01 to 2025-482-30,Paid,0.18,321.42,1785.6499999999996
H0483,Mar,2025,2025-483-01 to 2025-483-30,Paid,0.18,326.3,1812.7600000000002
H0484,Apr,2025,2025-484-01 to 2025-484-30,Unpaid,0.18,312.36,1735.36
H0485,May,2025,2025-485-01 to 2025-485-30,Pending,0.18,264.52,1469.56
H0486,Jun,2025,2025-486-01 to 2025-486-30,Unpaid,0.18,340.27,1890.39
H0487,Jul,2025,2025-487-01 to 2025-487-30,Pending,0.18,264.11,1467.27
H0488,Aug,2025,2025-488-01 to 2025-488-30,Paid,0.18,248.42,1380.13
H0489,Sep,2025,2025-489-01 to 2025-489-30,Unpaid,0.18,254.07,1411.5
H0490,Oct,2025,2025-490-01 to 2025-490-30,Unpaid,0.18,238.4,1324.4299999999998
H0491,Nov,2025,2025-491-01 to 2025-491-30,Pending,0.18,327.26,1818.1000000000001
H0492,Dec,2025,2025-492-01 to 2025-492-30,Unpaid,0.18,398.82,2215.6900000000005
H0493,Jan,2025,2025-493-01 to 2025-493-30,Pending,0.18,232.17,1289.85
H0494,Feb,2025,2025-494-01 to 2025-494-30,Unpaid,0.18,320.52,1780.66
H0495,Mar,2025,2025-495-01 to 2025-495-30,Paid,0.18,325.27,1807.0800000000002
H0496,Apr,2025,2025-496-01 to 2025-496-30,Paid,0.18,211.77,1176.5
H0497,May,2025,2025-497-01 to 2025-497-30,Paid,0.18,249.27,1384.82
H0498,Jun,2025,2025-498-01 to 2025-498-30,Pending,0.18,256.12,1422.88
H0499,Jul,2025,2025-499-01 to 2025-499-30,Paid,0.18,206.9,1149.46
H0500,Aug,2025,2025-500-01 to 2025-500-30,Paid,0.18,264.06,1466.9900000000002
H0501,Sep,2025,2025-501-01 to 2025-501-30,Paid,0.18,251.51,1397.29
H0502,Oct,2025,2025-502-01 to 2025-502-30,Unpaid,0.18,277.06,1539.2199999999998
H0503,Nov,2025,2025-503-01 to 2025-503-30,Paid,0.18,281.92,1566.23
H0504,Dec,2025,2025-504-01 to 2025-504-30,Pending,0.18,321.8,1787.78
H0505,Jan,2025,2025-505-01 to 2025-505-30,Paid,0.18,256.9,1427.21
H0506,Feb,2025,2025-506-01 to 2025-506-30,Pending,0.18,282.01,1566.7399999999998
H0507,Mar,2025,2025-507-01 to 2025-507-30,Pending,0.18,333.05,1850.27
H0508,Apr,2025,2025-508-01 to 2025-508-30,Paid,0.18,259.14,1439.6499999999999
H0509,May,2025,2025-509-01 to 2025-509-30,Paid,0.18,298.6,1658.8899999999996
H0510,Jun,2025,2025-510-01 to 2025-510-30,Paid,0.18,263.61,1464.52
H0511,Jul,2025,2025-511-01 to 2025-511-30,Pending,0.18,278.63,1547.92
H0512,Aug,2025,2025-512-01 to 2025-512-30,Paid,0.18,299.65,1664.7099999999998
H0513,Sep,2025,2025-513-01 to 2025-513-30,Paid,0.18,257.44,1430.24
H0514,Oct,2025,2025-514-01 to 2025-514-30,Pending,0.18,240.32,1335.12
H0515,Nov,2025,2025-515-01 to 2025-515-30,Paid,0.18,285.84,1587.98
H0516,Dec,2025,2025-516-01 to 2025-516-30,Pending,0.18,244.22,1356.78
H0517,Jan,2025,2025-517-01 to 2025-517-30,Pending,0.18,311.3,1729.4699999999998
H0518,Feb,2025,2025-518-01 to 2025-518-30,Unpaid,0.18,306.88,1704.89
H0519,Mar,2025,2025-519-01 to 2025-519-30,Pending,0.18,338.8,1882.2099999999998
H0520,Apr,2025,2025-520-01 to 2025-520-30,Unpaid,0.18,327.81,1821.18
H0521,May,2025,2025-521-01 to 2025-521-30,Unpaid,0.18,327.7,1820.5299999999997
H0522,Jun,2025,2025-522-01 to 2025-522-30,Unpaid,0.18,282.83,1571.3
H0523,Jul,2025,2025-523-01 to 2025-523-30,Pending,0.18,208.0,1155.5400000000002
H0524,Aug,2025,2025-524-01 to 2025-524-30,Unpaid,0.18,251.91,1399.52
H0525,Sep,2025,2025-525-01 to 2025-525-30,Paid,0.18,360.79,2004.38
H0526,Oct,2025,2025-526-01 to 2025-526-30,Pending,0.18,239.15,1328.6200000000001
H0527,Nov,2025,2025-527-01 to 2025-527-30,Unpaid,0.18,377.18,2095.4500000000003
H0528,Dec,2025,2025-528-01 to 2025-528-30,Paid,0.18,260.99,1449.97
H0529,Jan,2025,2025-529-01 to 2025-529-30,Unpaid,0.18,323.89,1799.39
H0530,Feb,2025,2025-530-01 to 2025-530-30,Unpaid,0.18,328.16,1823.1000000000001
H0531,Mar,2025,2025-531-01 to 2025-531-30,Unpaid,0.18,215.68,1198.21
H0532,Apr,2025,2025-532-01 to 2025-532-30,Paid,0.18,352.85,1960.29
H0533,May,2025,2025-533-01 to 2025-533-30,Paid,0.18,282.83,1571.2899999999997
H0534,Jun,2025,2025-534-01 to 2025-534-30,Unpaid,0.18,345.02,1916.7600000000002
H0535,Jul,2025,2025-535-01 to 2025-535-30,Unpaid,0.18,310.7,1726.1
H0536,Aug,2025,2025-536-01 to 2025-536-30,Unpaid,0.18,323.78,1798.7699999999998
H0537,Sep,2025,2025-537-01 to 2025-537-30,Paid,0.18,190.18,1056.53
H0538,Oct,2025,2025-538-01 to 2025-538-30,Unpaid,0.18,282.22,1567.88
H0539,Nov,2025,2025-539-01 to 2025-539-30,Paid,0.18,387.95,2155.28
H0540,Dec,2025,2025-540-01 to 2025-540-30,Pending,0.18,236.06,1311.47
H0541,Jan,2025,2025-541-01 to 2025-541-30,Unpaid,0.18,253.91,1410.6200000000001
H0542,Feb,2025,2025-542-01 to 2025-542-30,Unpaid,0.18,322.78,1793.2100000000003
H0543,Mar,2025,2025-543-01 to 2025-543-30,Unpaid,0.18,183.91,1021.7099999999999
H0544,Apr,2025,2025-544-01 to 2025-544-30,Paid,0.18,255.11,1417.3
H0545,May,2025,2025-545-01 to 2025-545-30,Unpaid,0.18,325.94,1810.7900000000002
H0546,Jun,2025,2025-546-01 to 2025-546-30,Pending,0.18,255.09,1417.18
H0547,Jul,2025,2025-547-01 to 2025-547-30,Paid,0.18,353.21,1962.2800000000002
H0548,Aug,2025,2025-548-01 to 2025-548-30,Unpaid,0.18,256.46,1424.75
H0549,Sep,2025,2025-549-01 to 2025-549-30,Paid,0.18,266.25,1479.1800000000003
H0550,Oct,2025,2025-550-01 to 2025-550-30,Paid,0.18,233.8,1298.8999999999999
H0551,Nov,2025,2025-551-01 to 2025-551-30,Paid,0.18,209.78,1165.4500000000003
H0552,Dec,2025,2025-552-01 to 2025-552-30,Pending,0.18,263.13,1461.81
H0553,Jan,2025,2025-553-01 to 2025-553-30,Pending,0.18,225.48,1252.6499999999999
H0554,Feb,2025,2025-554-01 to 2025-554-30,Paid,0.18,234.89,1304.9499999999998
H0555,Mar,2025,2025-555-01 to 2025-555-30,Paid,0.18,341.76,1898.6499999999999
H0556,Apr,2025,2025-556-01 to 2025-556-30,Unpaid,0.18,284.12,1578.4399999999998
H0557,May,2025,2025-557-01 to 2025-557-30,Pending,0.18,379.4,2107.77
H0558,Jun,2025,2025-558-01 to 2025-558-30,Unpaid,0.18,298.84,1660.22
H0559,Jul,2025,2025-559-01 to 2025-559-30,Pending,0.18,314.87,1749.3000000000002
H0560,Aug,2025,2025-560-01 to 2025-560-30,Unpaid,0.18,355.13,1972.92
H0561,Sep,2025,2025-561-01 to 2025-561-30,Pending,0.18,314.19,1745.52
H0562,Oct,2025,2025-562-01 to 2025-562-30,Pending,0.18,208.17,1156.48
H0563,Nov,2025,2025-563-01 to 2025-563-30,Paid,0.18,275.63,1531.29
H0564,Dec,2025,2025-564-01 to 2025-564-30,Paid,0.18,223.39,1241.0800000000002
H0565,Jan,2025,2025-565-01 to 2025-565-30,Paid,0.18,308.84,1715.7600000000002
H0566,Feb,2025,2025-566-01 to 2025-566-30,Paid,0.18,295.92,1643.9800000000002
H0567,Mar,2025,2025-567-01 to 2025-567-30,Paid,0.18,239.52,1330.6599999999999
H0568,Apr,2025,2025-568-01 to 2025-568-30,Pending,0.18,258.24,1434.6699999999998
H0569,May,2025,2025-569-01 to 2025-569-30,Pending,0.18,248.71,1381.74
H0570,Jun,2025,2025-570-01 to 2025-570-30,Pending,0.18,350.64,1948.0000000000002
H0571,Jul,2025,2025-571-01 to 2025-571-30,Paid,0.18,253.43,1407.9699999999998
H0572,Aug,2025,2025-572-01 to 2025-572-30,Paid,0.18,206.38,1146.54
H0573,Sep,2025,2025-573-01 to 2025-573-30,Pending,0.18,232.81,1293.38
H0574,Oct,2025,2025-574-01 to 2025-574-30,Unpaid,0.18,199.45,1108.0499999999997
H0575,Nov,2025,2025-575-01 to 2025-575-30,Unpaid,0.18,205.66,1142.58
H0576,Dec,2025,2025-576-01 to 2025-576-30,Paid,0.18,321.31,1785.0300000000002
H0577,Jan,2025,2025-577-01 to 2025-577-30,Paid,0.18,254.52,1414.02
H0578,Feb,2025,2025-578-01 to 2025-578-30,Unpaid,0.18,344.88,1916.0099999999998
H0579,Mar,2025,2025-579-01 to 2025-579-30,Unpaid,0.18,318.0,1766.66
H0580,Apr,2025,2025-580-01 to 2025-580-30,Unpaid,0.18,251.58,1397.6399999999999
H0581,May,2025,2025-581-01 to 2025-581-30,Pending,0.18,333.08,1850.46
H0582,Jun,2025,2025-582-01 to 2025-582-30,Paid,0.18,282.27,1568.1799999999998
H0583,Jul,2025,2025-583-01 to 2025-583-30,Unpaid,0.18,297.35,1651.9499999999998
H0584,Aug,2025,2025-584-01 to 2025-584-30,Paid,0.18,244.82,1360.1
H0585,Sep,2025,2025-585-01 to 2025-585-30,Unpaid,0.18,312.35,1735.27
H0586,Oct,2025,2025-586-01 to 2025-586-30,Paid,0.18,307.42,1707.9
H0587,Nov,2025,2025-587-01 to 2025-587-30,Unpaid,0.18,300.37,1668.7299999999998
H0588,Dec,2025,2025-588-01 to 2025-588-30,Unpaid,0.18,299.8,1665.54
H0589,Jan,2025,2025-589-01 to 2025-589-30,Pending,0.18,253.33,1407.3700000000003
H0590,Feb,2025,2025-590-01 to 2025-590-30,Paid,0.18,311.2,1728.8700000000003
H0591,Mar,2025,2025-591-01 to 2025-591-30,Paid,0.18,232.34,1290.78
H0592,Apr,2025,2025-592-01 to 2025-592-30,Pending,0.18,262.74,1459.6599999999999
H0593,May,2025,2025-593-01 to 2025-593-30,Unpaid,0.18,321.13,1784.08
H0594,Jun,2025,2025-594-01 to 2025-594-30,Unpaid,0.18,330.1,1833.8900000000003
H0595,Jul,2025,2025-595-01 to 2025-595-30,Paid,0.18,336.31,1868.3700000000001
H0596,Aug,2025,2025-596-01 to 2025-596-30,Unpaid,0.18,272.11,1511.7000000000003
H0597,Sep,2025,2025-597-01 to 2025-597-30,Pending,0.18,304.0,1688.8700000000001
H0598,Oct,2025,2025-598-01 to 2025-598-30,Paid,0.18,252.8,1404.4700000000003
H0599,Nov,2025,2025-599-01 to 2025-599-30,Paid,0.18,275.18,1528.7799999999997
H0600,Dec,2025,2025-600-01 to 2025-600-30,Pending,0.18,290.94,1616.3100000000004
