household_id,kwh_usage_fridge,kwh_usage_heater,kwh_usage_AC,kwh_usage_washer,kwh_usage_dryer,kwh_usage_oven,kwh_usage_microwave,kwh_usage_TV,kwh_usage_computer,kwh_usage_lighting
H0314,151.94,172.78,126.58,290.62,148.93,98.04,87.59,11.37,76.85,198.2
H0315,239.74,23.34,224.38,47.64,143.86,267.27,220.6,114.08,188.3,49.07
H0316,283.14,247.64,42.53,271.75,185.74,122.05,259.24,121.89,10.9,88.41
H0317,222.99,38.52,177.44,34.09,192.48,293.35,183.66,219.31,169.12,119.14
H0318,72.99,82.89,199.35,119.33,28.87,152.21,191.7,77.41,29.95,91.45
H0319,225.91,150.76,167.78,230.73,202.45,64.29,231.16,221.58,195.89,157.83
H0320,185.13,49.28,125.25,174.95,198.64,95.4,168.91,171.21,297.32,202.48
H0321,156.28,198.43,278.7,287.18,64.4,272.99,291.82,279.83,250.63,64.26
H0322,283.26,261.66,70.6,108.91,151.02,176.56,293.27,193.63,137.97,252.54
H0323,296.72,12.29,189.31,234.04,35.21,139.28,184.09,249.88,226.54,41.68
H0324,218.27,253.46,59.01,92.93,93.49,294.8,299.27,70.88,215.31,127.55
H0325,51.81,74.9,58.36,36.36,127.4,115.99,151.27,135.47,218.56,279.99
H0326,195.14,215.36,23.6,297.67,231.74,70.78,129.52,151.22,231.16,196.23
H0327,146.81,111.3,183.72,128.88,111.28,99.3,193.88,74.89,260.74,193.27
H0328,92.84,145.13,266.83,92.95,268.45,12.55,107.75,123.34,134.26,112.63
H0329,124.09,280.13,96.66,98.06,60.86,261.56,174.08,71.15,25.9,143.49
H0330,144.7,192.48,44.38,19.4,61.22,97.95,154.33,22.67,83.3,169.54
H0331,233.41,200.11,26.74,18.39,69.64,30.58,57.05,91.61,135.49,37.04
H0332,92.03,149.07,153.85,232.5,106.88,267.02,151.43,65.82,297.71,189.13
H0333,258.78,262.68,293.72,67.5,127.62,230.47,210.66,256.7,86.02,182.95
H0334,195.19,104.35,194.72,274.28,138.93,183.48,228.48,116.3,289.63,132.68
H0335,241.94,130.69,297.24,270.0,142.1,42.93,25.2,204.6,136.4,39.61
H0336,23.44,213.61,56.58,218.04,266.4,27.04,195.84,228.43,250.34,288.79
H0337,129.59,87.13,276.52,286.01,220.53,287.91,205.65,214.41,97.03,122.83
H0338,47.02,115.38,188.74,116.13,131.61,133.31,226.88,152.06,68.72,86.78
H0339,141.93,21.57,204.07,181.24,208.63,27.69,64.53,152.84,181.91,269.14
H0340,243.47,232.55,279.25,203.59,200.3,194.57,28.37,50.73,207.45,219.83
H0341,28.13,233.69,278.66,224.43,279.28,22.36,256.4,28.12,92.65,259.04
H0342,277.78,222.92,270.85,220.52,194.89,47.04,171.63,254.51,244.12,127.44
H0343,109.12,266.72,70.72,253.53,275.25,61.06,234.48,146.13,255.6,277.96
H0344,141.67,204.75,136.38,257.65,137.5,266.57,144.82,36.25,228.32,38.78
H0345,46.15,263.1,30.64,78.91,22.45,48.68,15.06,181.74,31.81,192.79
H0346,199.02,67.71,196.97,10.3,262.53,165.23,197.85,224.01,67.85,89.45
H0347,260.82,230.02,60.82,33.8,178.74,68.33,150.27,88.66,87.38,159.19
H0348,275.53,72.11,188.96,55.72,164.54,147.25,67.1,157.58,259.48,144.67
H0349,209.02,58.26,188.34,287.32,70.86,83.65,161.33,202.98,165.94,94.39
H0350,119.61,105.98,215.68,126.75,107.29,279.79,115.29,230.85,158.26,36.18
H0351,225.78,168.29,152.05,50.48,263.24,259.56,123.53,247.12,252.62,89.5
H0352,204.33,263.57,122.5,284.05,268.14,89.77,149.56,297.32,52.98,121.3
H0353,225.59,215.02,17.44,77.04,234.87,249.28,43.57,288.59,33.41,167.24
H0354,12.43,185.27,265.23,205.11,55.81,237.37,171.37,195.01,145.51,26.11
H0355,35.46,183.92,135.06,92.87,252.75,246.6,203.8,222.99,155.41,35.54
H0356,263.02,77.21,155.75,226.86,191.25,284.32,121.63,117.05,128.46,58.48
H0357,47.65,34.22,212.9,254.78,204.32,124.36,121.97,22.04,197.64,209.27
H0358,153.96,248.82,254.02,201.77,18.88,249.2,204.97,102.98,128.71,272.83
H0359,116.69,152.5,175.81,51.54,23.94,245.32,27.45,39.77,196.89,159.09
H0360,94.28,234.09,215.87,86.1,247.72,123.01,134.45,226.94,97.14,148.66
H0361,72.7,85.95,155.61,85.58,135.7,81.21,137.13,290.75,239.46,51.12
H0362,24.38,226.71,221.05,78.53,19.88,143.0,25.02,143.26,79.09,123.94
H0363,291.8,125.46,299.18,267.35,201.8,156.04,214.31,35.03,257.95,153.31
H0364,268.23,252.35,57.32,231.71,30.74,266.88,218.37,190.02,113.93,260.89
H0365,183.68,124.23,59.14,189.0,281.5,154.68,156.86,73.92,63.74,157.74
H0366,181.73,39.74,261.34,297.68,172.72,116.97,245.68,57.82,249.87,275.82
H0367,71.72,160.12,226.01,247.04,212.87,110.75,210.79,100.98,190.2,223.83
H0368,206.39,31.43,47.51,226.59,43.56,257.02,224.99,120.58,237.46,57.09
H0369,258.72,216.3,12.14,33.8,241.52,192.36,224.49,254.1,227.07,236.16
H0370,123.13,118.22,72.2,152.18,61.3,292.49,232.18,254.73,236.0,134.36
H0371,270.45,261.86,168.44,23.39,103.96,131.67,80.82,206.03,215.91,119.19
H0372,221.25,160.99,133.36,195.85,39.58,67.36,14.11,168.18,80.79,114.79
H0373,38.96,55.67,128.87,269.74,262.31,244.58,124.2,33.07,266.94,74.36
H0374,199.73,292.05,255.14,48.45,29.73,83.93,68.87,105.85,171.43,104.41
H0375,40.63,91.02,250.1,226.43,123.46,99.16,190.79,240.76,23.21,198.14
H0376,199.37,21.42,29.84,121.73,96.52,92.3,217.85,162.73,111.9,138.37
H0377,169.46,270.82,127.96,164.88,112.34,263.11,42.51,274.88,124.02,196.19
H0378,42.85,42.69,166.64,132.74,14.1,249.78,249.93,195.01,255.02,154.05
H0379,47.71,150.82,18.58,277.39,61.67,283.86,283.93,211.35,45.24,170.6
H0380,105.92,167.32,100.97,258.51,283.37,116.03,274.51,160.06,54.79,34.56
H0381,228.23,133.64,113.06,275.26,217.05,134.11,176.19,291.15,145.47,179.95
H0382,200.44,119.56,173.27,88.15,115.22,166.99,34.12,164.09,222.88,196.29
H0383,24.25,63.81,161.67,14.71,217.96,63.1,120.09,88.65,44.14,244.62
H0384,22.06,294.97,64.04,247.55,273.86,14.12,35.18,108.89,144.69,170.64
H0385,258.95,116.52,272.71,182.03,295.86,37.64,177.33,143.76,299.76,282.94
H0386,189.73,133.76,154.13,97.03,155.3,298.73,193.9,222.55,30.39,35.39
H0387,268.69,47.2,237.94,78.97,129.6,111.05,234.83,216.47,77.83,235.95
H0388,230.09,85.89,42.56,244.47,152.91,64.44,57.74,182.06,67.82,139.07
H0389,69.96,191.72,55.52,216.35,292.64,207.01,84.86,278.98,129.39,210.65
H0390,167.56,170.79,104.21,183.86,92.36,230.69,253.21,254.95,262.19,95.12
H0391,159.99,182.22,283.22,33.6,188.28,199.65,291.42,286.21,137.15,251.49
H0392,215.43,254.27,152.79,47.09,264.01,21.93,93.4,177.42,219.06,122.0
H0393,241.14,15.33,174.64,283.61,245.47,126.7,251.21,287.87,282.85,190.85
H0394,232.06,273.91,85.99,156.38,38.16,195.49,134.85,246.09,73.46,158.78
H0395,32.03,139.68,209.41,213.37,202.24,109.68,53.11,250.49,185.37,239.73
H0396,48.87,103.67,11.46,49.02,88.05,47.31,275.03,258.24,121.24,175.19
H0397,82.52,80.92,60.56,97.16,296.04,153.84,127.83,258.23,57.48,53.82
H0398,57.26,165.3,143.46,147.01,125.73,169.74,115.66,277.83,172.27,54.1
H0399,149.47,267.76,295.58,243.5,152.73,146.76,104.59,133.6,78.9,12.55
H0400,96.89,229.0,30.93,214.26,47.06,267.75,246.29,281.19,157.91,193.86
H0401,79.11,109.15,158.62,290.23,88.11,66.74,182.81,285.32,63.7,259.95
H0402,280.32,248.43,182.29,56.59,276.7,150.92,190.77,222.58,67.35,129.75
H0403,36.74,18.45,217.51,66.93,22.4,82.8,296.73,184.01,24.2,176.61
H0404,97.24,31.24,16.85,211.43,140.66,220.34,268.01,277.64,26.48,181.46
H0405,82.31,111.01,269.27,15.94,155.77,73.95,290.12,39.3,99.04,168.37
H0406,274.95,224.01,253.88,88.72,67.82,50.79,57.0,90.5,224.5,156.28
H0407,144.84,119.75,280.01,60.2,285.66,203.28,156.21,94.7,237.28,134.27
H0408,88.05,49.73,124.97,171.07,75.37,283.45,248.85,20.58,49.65,129.96
H0409,82.48,117.63,91.89,51.22,204.09,127.07,149.8,275.38,155.34,243.52
H0410,199.93,294.53,185.91,245.21,152.48,198.02,29.7,38.72,277.2,100.65
H0411,151.47,176.03,157.64,271.75,241.17,228.6,12.74,273.47,145.34,56.68
H0412,39.04,224.01,251.68,112.28,279.24,89.7,144.38,83.07,286.33,10.37
H0413,110.79,204.65,116.75,140.66,25.66,40.89,276.4,115.69,22.3,253.81
H0414,249.23,22.25,285.6,208.02,42.15,33.88,182.96,249.84,21.74,289.9
H0415,86.68,223.19,234.38,205.15,70.86,77.49,219.03,137.83,210.34,275.41
H0416,107.13,133.2,47.43,89.13,142.59,183.23,75.83,103.02,206.26,197.95
H0417,101.58,230.65,190.17,173.68,214.53,47.33,124.99,41.85,244.72,119.86
H0418,202.2,93.16,80.32,160.13,84.48,76.85,42.68,208.57,105.31,22.21
H0419,147.1,297.61,72.95,170.73,212.73,51.69,140.59,260.91,41.4,280.21
H0420,71.0,167.88,121.47,33.68,296.2,289.35,17.52,30.48,153.32,62.65
H0421,12.73,171.52,133.38,121.96,19.19,132.63,175.78,120.39,193.58,65.89
H0422,13.11,168.5,73.45,30.52,257.93,149.35,227.47,232.95,114.82,294.29
H0423,171.8,36.63,159.03,299.33,59.78,248.9,33.48,21.26,233.07,235.62
H0424,188.87,255.17,69.84,75.62,200.34,157.41,214.78,279.0,254.97,129.63
H0425,171.64,263.4,260.24,180.94,125.31,293.43,255.44,70.7,287.64,286.01
H0426,243.55,255.34,20.33,43.75,272.35,54.98,182.16,187.77,259.25,180.66
H0427,78.8,115.2,88.8,43.89,64.85,119.85,178.01,129.0,143.57,80.14
H0428,123.97,68.21,225.42,125.84,107.21,216.23,65.58,296.2,156.62,163.28
H0429,249.18,124.42,293.23,143.05,64.19,39.74,211.72,256.69,291.29,70.55
H0430,271.93,127.35,201.31,39.42,79.29,120.87,125.02,30.98,191.89,44.51
H0431,39.65,101.02,150.24,144.93,75.31,172.12,167.8,161.54,299.82,50.85
H0432,236.29,243.95,248.73,66.61,28.26,274.52,216.79,194.51,293.63,78.24
H0433,141.03,118.95,15.42,55.39,146.65,12.37,249.37,61.47,218.88,216.99
H0434,217.75,148.47,86.39,82.01,152.84,240.72,50.39,112.47,134.29,92.72
H0435,250.87,207.87,20.62,77.88,267.31,226.86,74.08,225.98,136.72,129.74
H0436,14.07,171.86,144.49,246.45,23.96,221.63,155.78,74.65,113.07,93.25
H0437,194.25,119.85,142.82,162.08,19.75,144.26,208.19,233.8,41.52,149.99
H0438,63.91,102.1,79.14,224.05,85.96,21.08,82.52,132.49,258.4,240.52
H0439,264.71,248.93,298.91,72.58,236.73,221.24,152.35,100.82,188.45,142.86
H0440,196.25,146.35,106.47,131.11,16.5,224.76,190.86,171.52,156.07,296.4
H0441,298.06,137.09,157.84,124.57,193.23,191.62,234.81,266.89,13.58,30.9
H0442,16.23,64.71,72.27,50.04,291.71,92.75,238.4,216.21,12.42,32.37
H0443,117.7,242.73,100.59,84.16,73.11,141.78,52.96,127.22,155.52,195.55
H0444,124.9,280.09,286.15,14.02,85.86,190.62,135.72,155.23,68.49,78.4
H0445,123.27,147.54,90.63,24.28,216.27,297.53,85.92,208.16,261.31,10.24
H0446,299.23,164.2,277.64,113.47,19.0,271.23,219.29,280.26,122.08,174.83
H0447,234.4,24.3,26.11,244.95,256.65,55.41,107.76,171.97,26.5,230.18
H0448,49.5,225.56,177.11,97.22,56.31,98.71,102.42,213.61,113.93,36.67
H0449,177.36,46.67,264.72,65.57,119.49,36.07,23.37,67.48,183.22,146.94
H0450,97.32,193.31,148.26,78.96,292.7,11.86,49.49,91.97,299.67,140.34
H0451,206.8,116.86,270.67,47.92,81.29,63.13,195.31,32.56,215.37,114.32
H0452,218.54,89.83,285.33,84.17,127.8,61.93,243.66,296.45,168.59,208.69
H0453,71.63,54.38,18.33,156.76,231.36,46.7,130.02,293.09,153.16,71.72
H0454,152.01,215.76,274.16,142.77,111.25,253.25,49.34,80.68,27.02,149.6
H0455,55.05,266.25,133.33,225.77,194.0,170.85,65.55,148.33,22.02,156.13
H0456,146.59,205.3,64.88,190.43,280.73,138.68,78.85,260.26,65.46,228.63
H0457,219.37,140.64,253.74,242.21,90.05,214.33,119.29,215.28,247.87,251.13
H0458,117.21,146.58,163.81,40.11,185.09,284.16,128.46,182.19,50.03,272.15
H0459,204.23,203.55,218.18,137.55,242.08,174.66,227.38,128.75,30.01,149.92
H0460,163.56,210.93,182.53,21.32,17.0,177.97,87.88,47.09,213.33,263.35
H0461,264.88,295.56,294.29,51.82,150.81,288.25,108.65,47.34,234.18,247.15
H0462,196.7,112.78,29.08,86.68,287.87,136.99,146.3,38.55,14.83,37.54
H0463,298.55,163.99,120.64,155.13,174.43,237.7,281.36,266.16,193.6,201.97
H0464,267.15,285.51,239.97,141.39,197.2,280.79,60.68,87.78,140.06,184.81
H0465,129.87,266.33,73.02,169.24,53.42,173.66,254.99,252.48,244.96,283.4
H0466,135.8,46.99,113.37,93.95,269.34,298.91,77.29,250.48,45.09,120.6
H0467,289.42,147.25,158.99,105.89,11.27,104.74,22.41,22.2,277.87,188.37
H0468,142.55,172.0,45.89,90.85,240.85,287.16,77.47,266.8,218.66,240.09
H0469,167.68,232.39,272.31,122.22,97.94,245.3,233.7,186.64,161.07,270.03
H0470,105.31,119.1,104.94,193.06,27.88,78.03,170.12,148.17,46.02,45.65
H0471,230.89,287.99,254.87,199.48,205.87,189.04,102.9,170.46,209.9,122.57
H0472,245.93,73.6,247.6,37.66,25.48,247.13,189.31,30.93,129.88,156.58
H0473,40.55,45.71,75.26,68.4,162.86,110.18,140.35,64.75,210.05,90.15
H0474,132.06,205.42,79.18,213.45,280.52,45.11,180.08,40.11,96.91,66.16
H0475,91.4,153.02,275.49,218.31,110.93,247.84,113.72,243.09,30.69,42.98
H0476,69.08,275.37,205.7,121.94,39.98,69.69,66.5,204.72,238.31,34.94
H0477,139.35,91.4,267.33,12.61,169.34,111.62,128.73,109.03,51.07,24.7
H0478,278.69,216.08,42.08,48.6,265.02,282.47,286.26,290.82,238.93,117.79
H0479,263.69,215.12,170.66,92.3,171.07,219.93,95.23,276.68,260.85,63.87
H0480,253.31,45.48,124.87,156.51,18.42,76.97,263.05,43.42,82.46,116.24
H0481,259.64,106.94,231.48,218.67,286.57,274.78,114.75,198.82,25.71,138.59
H0482,69.03,212.25,232.83,183.78,262.43,13.81,272.24,230.14,221.02,88.12
H0483,210.15,234.18,163.72,47.02,150.03,266.5,247.18,297.96,89.39,106.63
H0484,106.6,47.64,258.64,199.19,24.74,248.16,72.31,239.4,297.58,241.1
H0485,134.49,263.58,101.66,191.34,18.81,41.51,212.73,199.44,228.88,77.12
H0486,272.83,238.91,106.37,298.68,32.0,139.29,92.07,243.12,273.7,193.42
H0487,288.69,26.5,157.91,10.03,264.56,172.3,121.75,160.82,84.24,180.47
H0488,133.22,38.04,183.06,14.77,290.4,184.33,64.32,128.48,213.79,129.72
H0489,234.87,163.1,67.0,137.23,123.29,43.41,11.39,88.5,249.9,292.81
H0490,26.81,195.58,288.64,122.71,11.79,233.01,142.54,20.74,153.82,128.79
H0491,132.65,173.72,256.98,148.75,219.3,210.01,134.89,119.31,168.76,253.73
H0492,117.12,227.97,202.35,193.2,248.23,283.47,297.23,131.13,293.68,221.31
H0493,89.77,94.5,211.24,48.41,205.26,93.08,180.95,132.0,74.55,160.09
H0494,210.21,210.99,99.6,145.49,243.06,249.13,202.92,139.63,223.12,56.51
H0495,161.63,264.49,124.42,168.33,148.0,185.22,250.37,140.98,216.7,146.94
H0496,178.09,45.5,167.64,34.69,94.87,218.87,19.43,230.99,11.68,174.74
H0497,77.93,180.01,120.35,44.18,112.28,118.87,157.34,205.76,68.54,299.56
H0498,86.1,273.24,208.4,120.95,120.87,93.49,170.78,58.47,174.59,115.99
H0499,182.9,119.46,241.13,31.6,183.15,17.34,59.29,248.97,40.98,24.64
H0500,221.5,132.49,41.84,169.62,139.84,177.8,40.71,17.83,233.5,291.86
H0501,39.96,19.16,261.79,132.13,105.22,129.81,175.02,218.48,229.12,86.6
H0502,173.77,28.19,170.06,187.17,154.22,148.46,53.99,69.91,291.84,261.61
H0503,236.99,166.84,30.57,259.16,227.89,54.78,170.29,60.94,106.75,252.02
H0504,295.5,292.42,32.21,232.9,83.64,275.87,181.91,108.09,67.07,218.17
H0505,137.29,165.86,17.43,81.65,221.3,221.71,145.21,260.73,26.62,149.41
H0506,247.58,187.82,232.28,53.3,85.19,187.3,39.17,196.33,74.03,263.74
H0507,270.39,41.57,216.11,162.25,246.86,81.59,175.26,280.2,197.18,178.86
H0508,16.22,80.07,254.02,99.64,270.92,33.66,149.21,37.85,220.26,277.8
H0509,210.29,281.32,283.23,183.11,115.05,26.86,106.07,227.64,86.75,138.57
H0510,28.52,118.5,291.13,41.8,130.91,208.42,253.43,271.78,101.31,18.72
H0511,36.04,181.98,212.22,178.78,161.28,276.43,175.73,250.94,58.28,16.24
H0512,180.54,229.18,141.25,61.56,209.15,249.94,279.49,32.59,126.32,154.69
H0513,213.08,167.74,291.35,218.1,37.75,141.17,21.8,109.01,204.98,25.26
H0514,11.31,94.85,247.93,111.48,177.9,51.37,149.51,137.46,276.77,76.54
H0515,187.32,272.92,142.81,241.14,70.54,110.01,207.86,89.45,197.97,67.96
H0516,230.41,96.79,101.01,84.77,101.22,244.91,193.81,110.81,29.11,163.94
H0517,61.94,177.88,277.26,203.28,55.74,84.6,227.41,283.77,254.85,102.74
H0518,253.37,229.2,195.38,64.89,174.31,115.31,265.44,268.69,117.08,21.22
H0519,153.01,135.86,294.44,168.67,133.24,246.76,140.55,240.09,260.64,108.95
H0520,59.03,85.96,158.9,188.6,175.04,166.25,210.94,192.28,297.25,286.93
H0521,59.23,245.64,54.74,267.67,196.55,253.14,167.1,253.02,57.51,265.93
H0522,223.55,270.5,188.4,72.11,171.08,224.6,109.21,229.16,31.62,51.07
H0523,246.35,190.33,47.56,91.68,100.97,89.39,18.94,101.48,93.35,175.49
H0524,202.55,70.09,95.39,132.79,135.54,179.84,87.68,113.9,161.11,220.63
H0525,212.02,218.32,65.56,124.5,159.39,226.27,271.29,252.89,208.07,266.07
H0526,182.34,69.04,81.96,275.61,80.61,109.03,89.15,16.26,203.19,221.43
H0527,179.06,194.57,192.84,243.73,246.07,120.88,208.13,254.51,272.84,182.82
H0528,231.32,170.21,31.8,206.92,124.88,116.76,121.38,147.45,101.85,197.4
H0529,273.44,182.1,130.79,195.02,115.24,159.2,291.44,239.25,92.4,120.51
H0530,210.09,239.19,281.35,148.05,28.54,261.66,186.86,199.28,155.73,112.35
H0531,281.37,274.49,67.16,58.74,115.16,18.15,34.2,246.69,87.69,14.56
H0532,289.09,288.91,25.19,183.05,285.29,145.07,57.86,115.05,291.92,278.86
H0533,94.83,220.29,199.54,230.53,68.16,264.46,199.3,19.32,32.34,242.52
H0534,133.34,79.26,244.19,299.97,292.43,74.76,269.3,30.97,206.17,286.37
H0535,170.23,284.44,164.29,46.79,207.7,194.92,58.46,134.09,295.97,169.21
H0536,80.91,178.98,262.83,245.05,298.62,124.78,233.38,20.24,175.68,178.3
H0537,37.79,128.6,17.3,110.34,39.84,103.14,152.97,57.01,229.1,180.44
H0538,210.59,99.04,185.49,157.96,187.56,182.79,169.94,23.37,224.87,126.27
H0539,284.79,273.39,187.65,298.72,256.43,137.53,186.84,288.01,170.44,71.48
H0540,273.58,24.01,19.06,258.35,36.46,21.38,93.47,222.11,83.07,279.98
H0541,269.52,48.87,177.26,149.72,171.48,190.83,140.24,137.9,50.48,74.32
H0542,183.67,144.68,277.54,172.71,165.52,125.14,288.45,75.81,211.04,148.65
H0543,22.72,168.28,101.41,80.2,42.68,62.76,208.86,129.89,186.25,18.66
H0544,105.99,74.76,219.21,46.69,46.48,139.93,136.4,280.55,227.77,139.52
H0545,274.51,253.53,39.71,154.3,229.18,267.3,186.12,160.19,134.65,111.3
H0546,15.88,113.24,285.38,226.87,14.39,40.54,183.73,250.54,219.87,66.74
H0547,66.24,205.06,167.48,277.57,141.99,288.95,102.39,270.8,177.13,264.67
H0548,226.32,180.88,75.83,17.04,59.79,244.5,284.46,50.04,168.17,117.72
H0549,53.92,111.35,271.41,105.95,42.92,256.36,211.99,249.44,28.92,146.92
H0550,86.14,157.73,245.52,124.42,161.11,215.44,44.56,107.97,67.97,88.04
H0551,198.12,78.29,39.16,181.76,107.89,21.5,163.21,83.48,211.41,80.63
H0552,59.07,161.52,252.1,89.37,282.35,111.59,115.51,29.71,235.55,125.04
H0553,136.91,134.6,181.14,19.52,39.57,142.71,161.95,120.26,150.97,165.02
H0554,243.68,103.66,216.75,21.88,20.55,263.54,130.65,13.83,136.27,154.14
H0555,167.29,227.25,58.32,180.71,257.88,175.23,195.43,175.32,228.97,232.25
H0556,70.32,248.24,97.74,278.28,296.18,90.85,45.71,86.38,198.21,166.53
H0557,269.5,192.12,226.04,299.21,138.27,289.58,200.85,275.72,92.92,123.56
H0558,261.87,43.35,114.02,210.97,180.2,100.86,160.71,76.32,231.95,279.97
H0559,236.26,241.33,171.79,247.56,61.3,129.64,109.7,292.47,187.76,71.49
H0560,248.99,289.37,152.83,49.27,270.08,288.38,189.53,141.55,292.47,50.45
H0561,194.33,12.47,134.56,202.54,97.12,287.72,199.88,250.02,219.21,147.67
H0562,13.31,13.22,235.91,29.8,125.61,99.89,240.96,172.08,156.47,69.23
H0563,252.96,59.52,243.92,239.83,223.59,121.78,183.53,137.64,15.01,53.51
H0564,74.18,125.55,165.11,90.61,54.67,22.24,39.66,285.76,184.62,198.68
H0565,237.11,76.35,239.01,139.97,21.45,159.68,256.63,253.07,159.04,173.45
H0566,155.93,132.53,164.9,269.81,224.01,103.83,179.15,175.95,86.43,151.44
H0567,43.42,141.57,124.9,95.17,202.9,88.62,242.77,60.17,258.14,73.0
H0568,263.53,66.98,201.92,88.59,73.64,145.47,191.98,36.46,294.11,71.99
H0569,99.92,42.12,246.49,85.57,114.53,22.36,64.21,277.31,198.83,230.4
H0570,114.08,82.08,217.5,107.57,228.08,291.3,263.92,162.85,272.15,208.47
H0571,64.07,117.26,184.44,28.37,85.46,222.22,72.06,164.11,248.4,221.58
H0572,295.4,10.56,53.85,89.74,73.75,240.36,183.02,13.72,147.26,38.88
H0573,134.63,281.19,65.89,151.34,69.68,53.5,186.63,18.37,117.74,214.41
H0574,228.51,168.78,192.96,265.75,13.11,116.86,43.34,30.07,24.1,24.57
H0575,106.56,80.49,209.92,25.89,73.01,89.73,260.93,145.54,40.97,109.54
H0576,261.18,40.54,252.37,177.33,259.53,201.3,168.17,56.37,234.13,134.11
H0577,99.75,192.91,264.44,34.25,83.84,129.09,75.37,84.46,172.27,277.64
H0578,241.41,79.37,299.75,239.11,138.98,185.67,209.06,13.04,282.33,227.29
H0579,235.57,284.14,247.5,206.16,18.36,228.25,81.48,24.95,210.18,230.07
H0580,210.68,165.44,186.94,235.79,29.86,31.53,52.5,116.57,225.81,142.52
H0581,123.06,290.76,100.96,47.79,28.51,156.09,241.46,291.98,288.76,281.09
H0582,210.46,267.59,157.0,47.35,264.21,124.07,287.01,25.97,65.62,118.9
H0583,189.03,207.89,66.31,154.19,93.16,75.17,296.92,234.61,173.29,161.38
H0584,70.53,87.06,193.29,194.0,223.34,260.98,127.73,56.32,49.26,97.59
H0585,58.71,268.45,87.23,62.64,214.08,205.17,127.15,271.46,247.92,192.46
H0586,170.55,233.71,197.68,105.5,165.23,220.97,11.18,266.01,285.54,51.53
H0587,13.78,290.58,127.64,107.95,101.97,218.85,292.78,271.09,129.0,115.09
H0588,256.99,34.85,131.63,124.83,88.99,158.41,295.65,171.94,149.98,252.27
H0589,54.96,231.41,142.75,31.07,81.4,197.82,210.94,88.15,259.42,109.45
H0590,227.42,276.79,268.55,85.96,267.7,35.09,115.91,214.61,101.41,135.43
H0591,31.21,198.97,156.08,85.55,201.07,125.7,134.02,207.79,36.06,114.33
H0592,69.49,255.55,237.29,252.68,66.02,154.98,94.94,143.6,15.5,169.61
H0593,43.18,170.84,158.03,212.98,210.55,252.83,198.05,134.4,279.41,123.81
H0594,259.61,259.0,261.85,262.65,188.47,19.18,77.91,242.48,138.26,124.48
H0595,262.21,150.25,269.16,158.96,277.54,31.33,36.72,233.24,162.52,286.44
H0596,209.14,292.42,124.04,211.74,67.08,144.72,69.71,128.72,243.73,20.4
H0597,261.92,279.29,133.93,82.3,185.68,178.34,73.5,191.32,160.14,142.45
H0598,210.35,255.65,53.42,227.1,35.87,278.05,219.68,14.67,78.91,30.77
H0599,186.69,282.13,194.42,150.94,81.82,21.68,155.2,293.15,142.4,20.35
H0600,289.12,128.74,245.91,30.34,156.13,10.07,169.08,261.91,185.63,139.38
H0601,59.37,126.37,25.03,178.93,111.09,154.99,173.95,271.52,88.6,103.07
H0602,267.71,273.82,68.23,209.51,213.05,267.18,87.49,213.61,236.07,102.98
H0603,27.69,296.16,267.85,224.92,103.18,211.41,192.89,279.8,286.4,111.67
H0604,38.81,77.68,276.69,140.97,143.82,251.6,54.93,195.32,259.46,296.33
H0605,60.33,49.04,66.78,143.41,116.03,136.24,169.62,97.15,85.34,105.74
H0606,276.77,267.04,34.37,273.67,75.31,75.23,215.68,86.22,232.34,54.28
H0607,277.68,223.76,214.65,81.78,40.62,214.88,203.41,180.13,197.13,90.98
H0608,260.69,243.94,263.39,57.16,202.54,240.28,151.88,20.36,236.46,192.43
H0609,119.01,264.5,123.45,289.56,279.16,60.63,244.08,290.48,136.35,237.16
H0610,245.0,17.19,25.96,97.91,152.96,270.64,221.42,22.46,178.95,26.47
H0611,269.54,56.42,51.64,43.4,298.09,193.36,54.36,101.6,85.16,242.33
H0612,29.36,73.61,95.92,276.43,282.62,59.23,84.68,210.26,168.43,233.06
H0613,272.92,125.79,82.2,118.74,205.92,87.01,51.34,103.91,73.19,14.56
H0614,162.07,127.14,93.11,125.6,35.78,250.45,127.43,85.04,199.18,211.82
H0615,58.05,294.52,232.49,65.17,87.72,101.59,279.04,30.6,120.78,285.83
H0616,122.76,193.86,44.31,60.96,76.58,263.46,254.16,113.89,148.49,34.01
H0617,18.01,165.28,185.88,189.24,12.4,54.64,83.06,133.25,39.3,137.93
H0618,272.44,66.16,53.17,225.22,258.72,174.67,111.54,202.03,166.16,270.42
H0619,124.43,158.07,194.23,144.33,244.51,101.58,41.56,281.26,79.07,215.52
H0620,67.72,291.11,76.29,221.05,171.65,162.39,23.95,120.25,149.53,81.07
H0621,295.72,180.39,175.57,18.5,90.55,71.74,225.68,40.82,13.32,282.19
H0622,144.48,99.99,244.81,39.51,110.58,244.06,108.93,182.84,159.46,213.83
H0623,119.51,229.25,213.09,270.48,196.29,44.72,226.99,71.9,60.38,235.84
H0624,254.26,63.57,239.93,38.69,81.78,10.81,55.3,78.12,111.07,193.57
